Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
728,Manuel Gonzalez,CM,Bayern Munich,Brazil,Bundesliga,Holding
729,Frenkie Zaire-Emery,CM,Bayer Leverkusen,Germany,Bundesliga,Holding
730,Toni Goretzka,CM,Lyon,Belgium,Ligue 1,Deep Lying Playmaker
731,Manuel Locatelli,CM,Napoli,Switzerland,Serie A,Deep Lying Playmaker
732,Pedri Gonzalez,CM,Atletico Madrid,Netherlands,La Liga,Holding
733,Yves Mac Allister,CM,AC Milan,Netherlands,Serie A,Half Winger
734,Dominik Fernandez,CM,Lazio,England,Serie A,Playmaker
735,Warren Rabiot,CM,PSG,Mali,Ligue 1,Playmaker
736,Manuel Rabiot,CM,Real Betis,England,La Liga,Playmaker
737,Leon Bellingham,CM,Atletico Madrid,Germany,La Liga,Box to Box
738,Nicolo Gundogan,CM,Real Sociedad,England,La Liga,Playmaker
739,Vitinha Camavinga,CM,Real Sociedad,France,La Liga,Box to Box
740,Granit Rabiot,CM,Newcastle,England,Premier League,Holding
741,Manuel Kovacic,CM,Nice,Hungary,Ligue 1,Box to Box
742,Gavi Camavinga,CM,Napoli,Germany,Serie A,Holding
743,Eduardo Paqueta,CM,Atletico Madrid,Argentina,La Liga,Holding
744,Jude Szoboszlai,CM,Nice,England,Ligue 1,Playmaker
745,Toni Koopmeiners,CM,Real Madrid,Switzerland,La Liga,Holding
746,Vitinha Barella,CM,Valencia,Spain,La Liga,Box to Box
747,Nicolo Zaire-Emery,CM,Girona,Spain,La Liga,Box to Box
748,Adrien De Paul,CM,RB Leipzig,Croatia,Bundesliga,Box to Box
749,Frenkie Gundogan,CM,Atletico Madrid,Switzerland,La Liga,Box to Box
750,Alexis De Paul,CM,Frankfurt,Spain,Bundesliga,Box to Box
751,Granit Tielemans,CM,Lille,Hungary,Ligue 1,Box to Box
752,Luka Gonzalez,CM,Brighton,Netherlands,Premier League,Playmaker
753,Frenkie Gonzalez,CM,Bayern Munich,Mali,Bundesliga,Deep Lying Playmaker
754,Enzo Modric,CM,Lyon,Netherlands,Ligue 1,Holding
755,Pedri Bissouma,CM,Lazio,Switzerland,Serie A,Half Winger
756,Leon Gonzalez,CM,Real Betis,France,La Liga,Deep Lying Playmaker
757,Frenkie Camavinga,CM,Stuttgart,Spain,Bundesliga,Deep Lying Playmaker
758,Yves Bellingham,CM,RB Leipzig,Mali,Bundesliga,Holding
759,Mateo Aouar,CM,Barcelona,Switzerland,La Liga,Box to Box
760,Luka Bissouma,CM,Napoli,Portugal,Serie A,Half Winger
761,Conor Tielemans,CM,Frankfurt,Algeria,Bundesliga,Holding
762,Kevin Aouar,CM,Bayern Munich,Belgium,Bundesliga,Deep Lying Playmaker
763,Luka Fernandez,CM,Napoli,Portugal,Serie A,Holding
764,Alexis De Jong,CM,Napoli,Mali,Serie A,Box to Box
765,Ilkay Tielemans,CM,Inter Milan,France,Serie A,Deep Lying Playmaker
766,Frenkie Gundogan,CM,Bayern Munich,Belgium,Bundesliga,Deep Lying Playmaker
767,Granit Barella,CM,Dortmund,Mali,Bundesliga,Playmaker
768,Ilkay Camavinga,CM,RB Leipzig,Switzerland,Bundesliga,Box to Box
769,Rodrigo Gundogan,CM,Bayern Munich,France,Bundesliga,Half Winger
770,Alexis Rabiot,CM,Bayern Munich,Portugal,Bundesliga,Playmaker
771,Dominik Modric,CM,Stuttgart,Mali,Bundesliga,Holding
772,Pedri Tielemans,CM,AS Roma,Portugal,Serie A,Deep Lying Playmaker
773,Conor Xhaka,CM,Manchester United,Italy,Premier League,Playmaker
774,Leon Kovacic,CM,Marseille,Spain,Ligue 1,Half Winger
775,Conor Modric,CM,Stuttgart,Argentina,Bundesliga,Box to Box
776,Conor Bissouma,CM,Brest,Italy,Ligue 1,Holding
777,Vitinha De Paul,CM,Monaco,England,Ligue 1,Holding
778,Gavi Gallagher,CM,Athletic Club,Hungary,La Liga,Holding
779,Frenkie Modric,CM,Newcastle,Belgium,Premier League,Playmaker
780,Eduardo Rabiot,CM,Bologna,Italy,Serie A,Playmaker
781,Eduardo Kovacic,CM,Bayer Leverkusen,England,Bundesliga,Half Winger
782,Leon Paqueta,CM,Athletic Club,Italy,La Liga,Deep Lying Playmaker
783,Dominik Koopmeiners,CM,AS Roma,Algeria,Serie A,Holding
784,Conor Szoboszlai,CM,Real Sociedad,Switzerland,La Liga,Holding
785,Warren Goretzka,CM,Athletic Club,Argentina,La Liga,Half Winger
786,Conor Gallagher,CM,AC Milan,Portugal,Serie A,Playmaker
787,Conor Fernandez,CM,Arsenal,Italy,Premier League,Deep Lying Playmaker
788,Gavi De Jong,CM,Girona,Argentina,La Liga,Box to Box
789,Eduardo Modric,CM,Brighton,Algeria,Premier League,Box to Box
790,Dominik Gallagher,CM,Real Sociedad,Switzerland,La Liga,Half Winger
791,Conor Paqueta,CM,Napoli,England,Serie A,Box to Box
792,Eduardo De Bruyne,CM,Monaco,Spain,Ligue 1,Playmaker
793,Mateo Koopmeiners,CM,Lille,France,Ligue 1,Box to Box
794,Kevin Mac Allister,CM,Juventus,Italy,Serie A,Holding
795,Luka Gallagher,CM,Real Sociedad,Algeria,La Liga,Holding
796,Ilkay Kroos,CM,AC Milan,Brazil,Serie A,Playmaker
797,Frenkie Xhaka,CM,Dortmund,Portugal,Bundesliga,Holding
798,Adrien Modric,CM,Bologna,Croatia,Serie A,Box to Box
799,Pedri Modric,CM,Aston Villa,Germany,Premier League,Deep Lying Playmaker
800,Toni Koopmeiners,CM,Valencia,Argentina,La Liga,Playmaker
801,Dominik Koopmeiners,CM,PSG,Switzerland,Ligue 1,Box to Box
802,Leon Kroos,CM,Bayern Munich,Brazil,Bundesliga,Box to Box
803,Granit Camavinga,CM,Bologna,Spain,Serie A,Playmaker
804,Warren Bissouma,CM,Arsenal,France,Premier League,Holding
805,Yves Modric,CM,Lille,Hungary,Ligue 1,Deep Lying Playmaker
806,Luka Fernandez,CM,Valencia,Switzerland,La Liga,Playmaker
807,Luka De Paul,CM,Athletic Club,Netherlands,La Liga,Deep Lying Playmaker
808,Kevin Bissouma,CM,Newcastle,Mali,Premier League,Box to Box
809,Granit Kovacic,CM,Lille,Germany,Ligue 1,Box to Box
810,Gavi Gallagher,CM,Real Sociedad,Netherlands,La Liga,Half Winger
811,Jude Camavinga,CM,Real Betis,Croatia,La Liga,Half Winger
812,Adrien Xhaka,CM,Lazio,Argentina,Serie A,Box to Box
813,Manuel Xhaka,CM,Monaco,Netherlands,Ligue 1,Half Winger
814,Vitinha Modric,CM,Nice,Italy,Ligue 1,Box to Box
815,Toni De Bruyne,CM,Real Madrid,England,La Liga,Playmaker
816,Mateo Modric,CM,Newcastle,Brazil,Premier League,Playmaker
817,Vitinha De Bruyne,CM,Lille,Algeria,Ligue 1,Deep Lying Playmaker
818,Toni Bissouma,CM,AS Roma,Brazil,Serie A,Deep Lying Playmaker
819,Gavi Fernandez,CM,Bologna,France,Serie A,Half Winger
820,Pedri Szoboszlai,CM,Girona,Croatia,La Liga,Holding
821,Rodrigo Szoboszlai,CM,Real Betis,Mali,La Liga,Box to Box
822,Yves Fernandez,CM,Brighton,Germany,Premier League,Holding
823,Houssem Kovacic,CM,Tottenham,Brazil,Premier League,Holding
824,Yves De Bruyne,CM,Lille,Croatia,Ligue 1,Box to Box
825,Alexis Locatelli,CM,Bologna,Algeria,Serie A,Playmaker
826,Enzo Tielemans,CM,Manchester United,Belgium,Premier League,Deep Lying Playmaker
827,Pedri Bellingham,CM,Brest,Belgium,Ligue 1,Half Winger
828,Eduardo Mac Allister,CM,Girona,Mali,La Liga,Box to Box
829,Frenkie Kovacic,CM,Stuttgart,Spain,Bundesliga,Deep Lying Playmaker
830,Houssem Gallagher,CM,Lazio,France,Serie A,Holding
831,Granit Rabiot,CM,Juventus,Argentina,Serie A,Half Winger
832,Vitinha Paqueta,CM,Dortmund,England,Bundesliga,Half Winger
833,Ilkay Bissouma,CM,Real Sociedad,Belgium,La Liga,Box to Box
834,Rodrigo Paqueta,CM,Barcelona,Germany,La Liga,Playmaker
835,Alexis Kroos,CM,Nice,Mali,Ligue 1,Box to Box
836,Mateo Barella,CM,Nice,Belgium,Ligue 1,Box to Box
837,Leon Barella,CM,Brighton,Italy,Premier League,Half Winger
838,Adrien Rabiot,CM,PSG,Algeria,Ligue 1,Half Winger
839,Manuel Mac Allister,CM,Napoli,Portugal,Serie A,Box to Box
840,Lucas Tielemans,CM,Real Betis,Algeria,La Liga,Deep Lying Playmaker
841,Lucas Camavinga,CM,Monaco,Mali,Ligue 1,Playmaker
842,Vitinha Kroos,CM,Manchester United,Hungary,Premier League,Box to Box
843,Nicolo Aouar,CM,Dortmund,Hungary,Bundesliga,Deep Lying Playmaker
844,Conor Szoboszlai,CM,Atletico Madrid,Brazil,La Liga,Half Winger
845,Rodrigo Kroos,CM,Arsenal,Netherlands,Premier League,Box to Box
846,Toni Rabiot,CM,Marseille,Algeria,Ligue 1,Holding
847,Manuel Fernandez,CM,Chelsea,Belgium,Premier League,Holding
848,Dominik De Jong,CM,Bayern Munich,Algeria,Bundesliga,Deep Lying Playmaker
849,Leon Xhaka,CM,Real Betis,Germany,La Liga,Deep Lying Playmaker
850,Ilkay Tielemans,CM,Lazio,Switzerland,Serie A,Box to Box
851,Conor Rabiot,CM,Atalanta,Spain,Serie A,Holding
852,Jude Zaire-Emery,CM,Dortmund,Croatia,Bundesliga,Playmaker
853,Manuel De Jong,CM,Napoli,Netherlands,Serie A,Holding
854,Leon Mac Allister,CM,Real Madrid,England,La Liga,Deep Lying Playmaker
855,Adrien Fernandez,CM,Bayer Leverkusen,Germany,Bundesliga,Deep Lying Playmaker
856,Toni Rabiot,CM,Napoli,Spain,Serie A,Deep Lying Playmaker
857,Adrien Camavinga,CM,Bayer Leverkusen,Belgium,Bundesliga,Half Winger
858,Nicolo Bellingham,CM,Nice,England,Ligue 1,Holding
859,Frenkie Fernandez,CM,Monaco,Italy,Ligue 1,Holding
860,Lucas Paqueta,CM,Lille,Spain,Ligue 1,Half Winger
861,Dominik Koopmeiners,CM,Monaco,Croatia,Ligue 1,Holding
862,Leon Zaire-Emery,CM,Bayer Leverkusen,England,Bundesliga,Holding
863,Enzo Mac Allister,CM,Frankfurt,Argentina,Bundesliga,Holding
864,Jude Goretzka,CM,Valencia,Belgium,La Liga,Playmaker
865,Pedri Rabiot,CM,Lyon,England,Ligue 1,Half Winger
866,Nicolo Bissouma,CM,Brest,Brazil,Ligue 1,Holding
867,Vitinha Gonzalez,CM,Valencia,Croatia,La Liga,Holding
868,Houssem Modric,CM,Liverpool,Mali,Premier League,Half Winger
869,Leon Kovacic,CM,Real Sociedad,Hungary,La Liga,Holding
870,Conor Mac Allister,CM,Brighton,Netherlands,Premier League,Holding
871,Luka Koopmeiners,CM,Bologna,Spain,Serie A,Holding
872,Conor Paqueta,CM,Chelsea,Germany,Premier League,Holding
873,Conor Kroos,CM,Nice,Germany,Ligue 1,Half Winger
874,Dominik De Paul,CM,Dortmund,Argentina,Bundesliga,Half Winger
875,Houssem Goretzka,CM,Inter Milan,Netherlands,Serie A,Holding
876,Adrien Gundogan,CM,Atletico Madrid,Netherlands,La Liga,Box to Box
877,Warren Bellingham,CM,Stuttgart,Belgium,Bundesliga,Box to Box
878,Manuel Gundogan,CM,Brighton,Mali,Premier League,Half Winger
879,Frenkie Barella,CM,Brest,Italy,Ligue 1,Playmaker
880,Yves Bellingham,CM,Marseille,Mali,Ligue 1,Half Winger
881,Enzo Kroos,CM,Juventus,Spain,Serie A,Deep Lying Playmaker
882,Kevin Xhaka,CM,Inter Milan,Mali,Serie A,Deep Lying Playmaker
883,Granit Kroos,CM,Real Betis,Germany,La Liga,Playmaker
884,Houssem Barella,CM,Bayern Munich,Belgium,Bundesliga,Box to Box
885,Ilkay Kroos,CM,Girona,Germany,La Liga,Deep Lying Playmaker
886,Vitinha Szoboszlai,CM,Lazio,Brazil,Serie A,Playmaker
887,Rodrigo Paqueta,CM,Real Betis,Argentina,La Liga,Playmaker
888,Mateo Locatelli,CM,Juventus,Italy,Serie A,Deep Lying Playmaker
889,Adrien De Bruyne,CM,AC Milan,Algeria,Serie A,Half Winger
890,Lucas Koopmeiners,CM,Manchester United,Germany,Premier League,Playmaker
891,Conor Kovacic,CM,Atalanta,Switzerland,Serie A,Half Winger
892,Pedri De Bruyne,CM,Manchester City,Brazil,Premier League,Box to Box
893,Warren Gundogan,CM,Inter Milan,Brazil,Serie A,Holding
894,Granit Kroos,CM,Stuttgart,Belgium,Bundesliga,Box to Box
895,Luka Koopmeiners,CM,Marseille,Italy,Ligue 1,Half Winger
896,Pedri Koopmeiners,CM,Atalanta,Algeria,Serie A,Half Winger
897,Leon Barella,CM,Napoli,Mali,Serie A,Deep Lying Playmaker
898,Pedri Bellingham,CM,Stuttgart,Netherlands,Bundesliga,Box to Box
899,Houssem Kroos,CM,Bayern Munich,Argentina,Bundesliga,Playmaker
900,Lucas Aouar,CM,Real Betis,Brazil,La Liga,Playmaker
901,Lucas Goretzka,CM,Barcelona,Croatia,La Liga,Holding
902,Rodrigo Tielemans,CM,Bologna,Argentina,Serie A,Deep Lying Playmaker
903,Jude Locatelli,CM,Lyon,Croatia,Ligue 1,Half Winger
904,Leon Paqueta,CM,Brest,Argentina,Ligue 1,Holding
905,Granit Locatelli,CM,Lazio,Brazil,Serie A,Deep Lying Playmaker
906,Rodrigo De Jong,CM,Brest,Italy,Ligue 1,Box to Box
907,Manuel Bellingham,CM,Lyon,Argentina,Ligue 1,Box to Box
908,Mateo Kovacic,CM,Juventus,Mali,Serie A,Playmaker
909,Mateo Fernandez,CM,Liverpool,Algeria,Premier League,Holding
910,Jude Mac Allister,CM,Monaco,Belgium,Ligue 1,Box to Box
911,Yves De Paul,CM,Juventus,Croatia,Serie A,Holding
912,Vitinha Camavinga,CM,Real Betis,France,La Liga,Deep Lying Playmaker
913,Dominik Kroos,CM,AC Milan,England,Serie A,Box to Box
914,Vitinha Modric,CM,Dortmund,Algeria,Bundesliga,Deep Lying Playmaker
915,Warren Tielemans,CM,Barcelona,Mali,La Liga,Box to Box
916,Mateo Locatelli,CM,Bayern Munich,Croatia,Bundesliga,Holding
917,Gavi De Paul,CM,Marseille,Algeria,Ligue 1,Holding
918,Kevin Kroos,CM,Athletic Club,Belgium,La Liga,Deep Lying Playmaker
919,Eduardo Mac Allister,CM,Aston Villa,Switzerland,Premier League,Deep Lying Playmaker
920,Rodrigo Aouar,CM,Bayern Munich,Argentina,Bundesliga,Holding
921,Kevin Paqueta,CM,Brighton,Portugal,Premier League,Half Winger
922,Leon Goretzka,CM,Tottenham,Belgium,Premier League,Box to Box
923,Rodrigo Goretzka,CM,Monaco,Germany,Ligue 1,Holding
924,Rodrigo Xhaka,CM,Real Betis,Spain,La Liga,Deep Lying Playmaker
925,Eduardo Aouar,CM,Juventus,Portugal,Serie A,Playmaker
926,Warren Koopmeiners,CM,Lille,Italy,Ligue 1,Box to Box
927,Nicolo Kovacic,CM,Napoli,Algeria,Serie A,Holding
928,Gavi Barella,CM,Girona,Croatia,La Liga,Box to Box
929,Leon Modric,CM,Dortmund,England,Bundesliga,Playmaker
930,Eduardo Rabiot,CM,Stuttgart,Hungary,Bundesliga,Deep Lying Playmaker
931,Mateo Koopmeiners,CM,West Ham,Italy,Premier League,Holding
932,Mateo Goretzka,CM,Bologna,Hungary,Serie A,Box to Box
933,Houssem Xhaka,CM,Lille,Brazil,Ligue 1,Deep Lying Playmaker
934,Eduardo Mac Allister,CM,Dortmund,England,Bundesliga,Holding
935,Houssem Bissouma,CM,Real Sociedad,Croatia,La Liga,Playmaker
936,Pedri Xhaka,CM,Bologna,Belgium,Serie A,Playmaker
937,Nicolo Rabiot,CM,AS Roma,Germany,Serie A,Playmaker
938,Houssem Zaire-Emery,CM,Atalanta,Italy,Serie A,Deep Lying Playmaker
939,Ilkay Szoboszlai,CM,Real Madrid,Switzerland,La Liga,Holding
940,Toni Gallagher,CM,Brest,Mali,Ligue 1,Playmaker
941,Adrien Gundogan,CM,Brighton,Algeria,Premier League,Holding
942,Kevin Locatelli,CM,Aston Villa,Croatia,Premier League,Half Winger
943,Adrien Rabiot,CM,Nice,France,Ligue 1,Holding
944,Leon Goretzka,CM,Atalanta,France,Serie A,Box to Box
945,Ilkay De Paul,CM,Barcelona,Spain,La Liga,Deep Lying Playmaker
946,Alexis Mac Allister,CM,PSG,Croatia,Ligue 1,Deep Lying Playmaker
947,Warren Goretzka,CM,Real Sociedad,Italy,La Liga,Half Winger
948,Pedri Szoboszlai,CM,AS Roma,Mali,Serie A,Holding
949,Rodrigo Szoboszlai,CM,Bologna,Netherlands,Serie A,Deep Lying Playmaker
950,Nicolo Gonzalez,CM,Monaco,Argentina,Ligue 1,Playmaker
951,Yves Zaire-Emery,CM,Liverpool,Switzerland,Premier League,Deep Lying Playmaker
952,Dominik Kroos,CM,West Ham,Argentina,Premier League,Box to Box
953,Granit Gonzalez,CM,Bayern Munich,Hungary,Bundesliga,Deep Lying Playmaker
954,Luka Tielemans,CM,Chelsea,Spain,Premier League,Playmaker
955,Houssem Xhaka,CM,Valencia,Italy,La Liga,Playmaker
956,Vitinha Camavinga,CM,Bayer Leverkusen,Argentina,Bundesliga,Deep Lying Playmaker
957,Mateo Gonzalez,CM,PSG,Hungary,Ligue 1,Holding
958,Warren Camavinga,CM,Aston Villa,England,Premier League,Half Winger
959,Adrien Koopmeiners,CM,Liverpool,Germany,Premier League,Deep Lying Playmaker
960,Mateo Camavinga,CM,Athletic Club,Belgium,La Liga,Half Winger
961,Manuel Locatelli,CM,Athletic Club,England,La Liga,Deep Lying Playmaker
962,Granit De Bruyne,CM,Aston Villa,Mali,Premier League,Holding
963,Kevin Rabiot,CM,West Ham,Argentina,Premier League,Playmaker
964,Vitinha Kroos,CM,Manchester City,Italy,Premier League,Playmaker
965,Ilkay Aouar,CM,Atalanta,Brazil,Serie A,Half Winger
966,Granit De Bruyne,CM,Bologna,Belgium,Serie A,Box to Box
967,Nicolo Locatelli,CM,Real Sociedad,Argentina,La Liga,Playmaker
968,Warren Rabiot,CM,Lyon,Mali,Ligue 1,Holding
969,Enzo Mac Allister,CM,Aston Villa,Switzerland,Premier League,Box to Box
970,Alexis De Jong,CM,Frankfurt,Switzerland,Bundesliga,Half Winger
971,Houssem Gonzalez,CM,Bologna,Croatia,Serie A,Box to Box
972,Manuel De Jong,CM,Nice,Brazil,Ligue 1,Holding
973,Alexis Fernandez,CM,RB Leipzig,Italy,Bundesliga,Box to Box
974,Alexis Bissouma,CM,Newcastle,Hungary,Premier League,Box to Box
975,Mateo Xhaka,CM,Real Sociedad,Italy,La Liga,Deep Lying Playmaker
976,Rodrigo Barella,CM,Napoli,Algeria,Serie A,Playmaker
977,Alexis Koopmeiners,CM,Dortmund,Croatia,Bundesliga,Half Winger
978,Warren De Bruyne,CM,RB Leipzig,Germany,Bundesliga,Holding
979,Luka Camavinga,CM,AS Roma,Hungary,Serie A,Playmaker
980,Vitinha Gonzalez,CM,Monaco,Mali,Ligue 1,Playmaker
981,Gavi Kovacic,CM,Aston Villa,Algeria,Premier League,Half Winger
982,Dominik Camavinga,CM,RB Leipzig,Switzerland,Bundesliga,Half Winger
983,Ilkay Tielemans,CM,Liverpool,England,Premier League,Half Winger
984,Granit Bissouma,CM,Liverpool,Italy,Premier League,Playmaker
985,Gavi De Paul,CM,Bayern Munich,England,Bundesliga,Box to Box
986,Adrien De Paul,CM,Barcelona,Portugal,La Liga,Box to Box
987,Conor Zaire-Emery,CM,Bayern Munich,Hungary,Bundesliga,Half Winger
988,Rodrigo De Paul,CM,Monaco,France,Ligue 1,Deep Lying Playmaker
989,Kevin Gonzalez,CM,Real Madrid,Brazil,La Liga,Deep Lying Playmaker
990,Pedri Goretzka,CM,RB Leipzig,Belgium,Bundesliga,Box to Box
991,Toni Bellingham,CM,Dortmund,Germany,Bundesliga,Deep Lying Playmaker
992,Yves Mac Allister,CM,Lille,Italy,Ligue 1,Holding
993,Yves Bellingham,CM,Marseille,Argentina,Ligue 1,Deep Lying Playmaker
994,Vitinha De Bruyne,CM,Stuttgart,Italy,Bundesliga,Box to Box
995,Pedri Paqueta,CM,Real Sociedad,Mali,La Liga,Deep Lying Playmaker
996,Conor Gallagher,CM,Lille,Switzerland,Ligue 1,Half Winger
997,Gavi Szoboszlai,CM,Real Sociedad,France,La Liga,Box to Box
998,Rodrigo Gundogan,CM,Manchester City,Switzerland,Premier League,Box to Box
999,Alexis Fernandez,CM,Lyon,Portugal,Ligue 1,Playmaker
1000,Adrien Szoboszlai,CM,Bayern Munich,Germany,Bundesliga,Holding
1001,Nicolo Koopmeiners,CM,Real Betis,Italy,La Liga,Box to Box
1002,Dominik Paqueta,CM,Napoli,Croatia,Serie A,Half Winger
1003,Ilkay Koopmeiners,CM,Bayer Leverkusen,Argentina,Bundesliga,Box to Box
1004,Alexis Tielemans,CM,Nice,Switzerland,Ligue 1,Playmaker
1005,Kevin De Bruyne,CM,Manchester City,England,Premier League,Half Winger
1006,Granit Goretzka,CM,Real Betis,Croatia,La Liga,Playmaker
1007,Kevin Goretzka,CM,PSG,Croatia,Ligue 1,Half Winger
1008,Yves Kovacic,CM,Lyon,Mali,Ligue 1,Deep Lying Playmaker
1009,Leon Xhaka,CM,PSG,Germany,Ligue 1,Deep Lying Playmaker
1010,Jude Paqueta,CM,Lille,England,Ligue 1,Deep Lying Playmaker
1011,Eduardo Fernandez,CM,PSG,Netherlands,Ligue 1,Holding
1012,Granit Kroos,CM,Lazio,England,Serie A,Playmaker
1013,Vitinha Gallagher,CM,Real Sociedad,Portugal,La Liga,Playmaker
1014,Houssem De Jong,CM,Barcelona,Belgium,La Liga,Half Winger
1015,Eduardo Mac Allister,CM,Frankfurt,Switzerland,Bundesliga,Playmaker
1016,Dominik Paqueta,CM,Lazio,Hungary,Serie A,Half Winger
1017,Rodrigo Gundogan,CM,Napoli,Switzerland,Serie A,Holding
1018,Luka Locatelli,CM,Atalanta,Belgium,Serie A,Holding
1019,Pedri Gonzalez,CM,Liverpool,Mali,Premier League,Box to Box
1020,Eduardo Locatelli,CM,Lille,Argentina,Ligue 1,Box to Box
1021,Frenkie Camavinga,CM,Marseille,England,Ligue 1,Deep Lying Playmaker
1022,Enzo De Bruyne,CM,Manchester United,France,Premier League,Playmaker
1023,Yves Koopmeiners,CM,Bologna,Germany,Serie A,Half Winger
1024,Ilkay Tielemans,CM,AC Milan,Argentina,Serie A,Half Winger
1025,Jude Gallagher,CM,Arsenal,Belgium,Premier League,Box to Box
1026,Adrien Zaire-Emery,CM,Monaco,Algeria,Ligue 1,Holding
1027,Dominik Gundogan,CM,Arsenal,Croatia,Premier League,Playmaker
1028,Enzo Barella,CM,Atletico Madrid,Argentina,La Liga,Playmaker
1029,Warren Bellingham,CM,Girona,Hungary,La Liga,Deep Lying Playmaker
1030,Mateo Goretzka,CM,Nice,Hungary,Ligue 1,Box to Box
1031,Enzo Aouar,CM,Lille,Hungary,Ligue 1,Deep Lying Playmaker
1032,Luka Locatelli,CM,RB Leipzig,Spain,Bundesliga,Deep Lying Playmaker
1033,Enzo Gallagher,CM,Lyon,Germany,Ligue 1,Playmaker
1034,Jude Gallagher,CM,AS Roma,Hungary,Serie A,Holding
1035,Warren Kroos,CM,Inter Milan,Netherlands,Serie A,Box to Box
1036,Houssem Tielemans,CM,Liverpool,Italy,Premier League,Holding
1037,Rodrigo Aouar,CM,Valencia,France,La Liga,Box to Box
1038,Alexis Bellingham,CM,Bologna,Spain,Serie A,Half Winger
1039,Ilkay Gallagher,CM,Real Betis,Brazil,La Liga,Playmaker
1040,Granit Gundogan,CM,PSG,Germany,Ligue 1,Box to Box
1041,Luka Bissouma,CM,Liverpool,Mali,Premier League,Holding
1042,Houssem De Paul,CM,Barcelona,Brazil,La Liga,Deep Lying Playmaker
1043,Toni Zaire-Emery,CM,Brest,Algeria,Ligue 1,Deep Lying Playmaker
1044,Pedri Kovacic,CM,Atalanta,Netherlands,Serie A,Holding
1045,Nicolo Modric,CM,Atletico Madrid,Switzerland,La Liga,Box to Box
1046,Gavi De Paul,CM,Lazio,Argentina,Serie A,Deep Lying Playmaker
1047,Pedri De Paul,CM,Inter Milan,Belgium,Serie A,Box to Box
1048,Toni Gundogan,CM,Nice,Switzerland,Ligue 1,Box to Box
1049,Manuel Xhaka,CM,Barcelona,Argentina,La Liga,Playmaker
1050,Nicolo Camavinga,CM,Real Madrid,Algeria,La Liga,Box to Box
1051,Houssem Gallagher,CM,AC Milan,Switzerland,Serie A,Deep Lying Playmaker
1052,Manuel De Paul,CM,Bologna,Hungary,Serie A,Holding
1053,Vitinha De Jong,CM,Liverpool,Switzerland,Premier League,Half Winger
1054,Pedri Paqueta,CM,Newcastle,Germany,Premier League,Box to Box
1055,Houssem Gundogan,CM,Girona,Mali,La Liga,Deep Lying Playmaker
1056,Alexis Mac Allister,CM,Juventus,Spain,Serie A,Deep Lying Playmaker
1057,Frenkie Kovacic,CM,Atalanta,Brazil,Serie A,Box to Box
1058,Frenkie Tielemans,CM,Athletic Club,Switzerland,La Liga,Holding
1059,Eduardo Gallagher,CM,Athletic Club,Spain,La Liga,Box to Box
1060,Kevin Locatelli,CM,Real Sociedad,France,La Liga,Box to Box
1061,Vitinha Xhaka,CM,Monaco,Mali,Ligue 1,Playmaker
1062,Kevin Zaire-Emery,CM,RB Leipzig,Portugal,Bundesliga,Holding
1063,Rodrigo Kroos,CM,Athletic Club,Algeria,La Liga,Deep Lying Playmaker
1064,Alexis Zaire-Emery,CM,Frankfurt,Italy,Bundesliga,Playmaker
1065,Granit Szoboszlai,CM,AS Roma,Mali,Serie A,Playmaker
1066,Houssem Gundogan,CM,Dortmund,Argentina,Bundesliga,Holding
1067,Conor Gonzalez,CM,Real Betis,Spain,La Liga,Playmaker
1068,Leon Modric,CM,West Ham,Hungary,Premier League,Playmaker
1069,Pedri Bellingham,CM,Brighton,Hungary,Premier League,Half Winger
1070,Adrien De Paul,CM,Chelsea,Switzerland,Premier League,Deep Lying Playmaker
1071,Alexis Zaire-Emery,CM,Aston Villa,Croatia,Premier League,Box to Box
1072,Conor Goretzka,CM,Stuttgart,Brazil,Bundesliga,Deep Lying Playmaker
1073,Granit Gundogan,CM,Napoli,France,Serie A,Box to Box
1074,Kevin De Jong,CM,Liverpool,Italy,Premier League,Playmaker
1075,Vitinha Kovacic,CM,Liverpool,Croatia,Premier League,Deep Lying Playmaker
1076,Dominik De Bruyne,CM,Marseille,Hungary,Ligue 1,Playmaker
1077,Eduardo Modric,CM,Barcelona,Portugal,La Liga,Holding
1078,Alexis Gundogan,CM,Lyon,Argentina,Ligue 1,Half Winger
1079,Leon Zaire-Emery,CM,West Ham,England,Premier League,Deep Lying Playmaker
1080,Warren Rabiot,CM,Stuttgart,France,Bundesliga,Playmaker
1081,Mateo Szoboszlai,CM,West Ham,Germany,Premier League,Box to Box
1082,Mateo Gallagher,CM,Arsenal,Switzerland,Premier League,Box to Box
1083,Toni Zaire-Emery,CM,Girona,Croatia,La Liga,Deep Lying Playmaker
1084,Pedri Gundogan,CM,Frankfurt,Portugal,Bundesliga,Box to Box
1085,Pedri Bellingham,CM,AS Roma,Hungary,Serie A,Holding
1086,Houssem Gallagher,CM,PSG,Algeria,Ligue 1,Playmaker
1087,Granit De Jong,CM,Stuttgart,Germany,Bundesliga,Playmaker
1088,Eduardo Zaire-Emery,CM,Brighton,Spain,Premier League,Playmaker
1089,Warren Gundogan,CM,Napoli,France,Serie A,Deep Lying Playmaker
1090,Houssem Goretzka,CM,Newcastle,Algeria,Premier League,Holding
1091,Nicolo De Bruyne,CM,Newcastle,Hungary,Premier League,Holding
