Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
760,Timothy Lewis,RB,Liverpool,Italy,Premier League,Fullback
761,Reece Dumfries,RB,Bayern Munich,Netherlands,Bundesliga,Wingback
762,Rico Trippier,RB,Athletic Club,USA,La Liga,Fullback
763,Trent Lewis,RB,AS Roma,Portugal,Serie A,Wingback
764,Rico Trippier,RB,Brighton,Morocco,Premier League,Attacking Wing Back
765,Ben Molina,RB,Monaco,USA,Ligue 1,Falseback
766,Diogo White,RB,Stuttgart,Netherlands,Bundesliga,Fullback
767,Reece Cancelo,RB,Chelsea,Brazil,Premier League,Falseback
768,Jeremie White,RB,Lazio,France,Serie A,Attacking Wing Back
769,Trent Di Lorenzo,RB,Napoli,Netherlands,Serie A,Attacking Wing Back
770,Achraf Tomiyasu,RB,PSG,Portugal,Ligue 1,Falseback
771,Trent Carvajal,RB,Stuttgart,Japan,Bundesliga,Attacking Wing Back
772,Rico James,RB,Frankfurt,Italy,Bundesliga,Fullback
773,Benjamin Carvajal,RB,Newcastle,Argentina,Premier League,Wingback
774,Kieran Tomiyasu,RB,Real Betis,England,La Liga,Attacking Wing Back
775,Dani Tomiyasu,RB,Atalanta,Portugal,Serie A,Falseback
776,Reece Castagne,RB,Manchester City,Germany,Premier League,Falseback
777,Timothy Molina,RB,Stuttgart,Brazil,Bundesliga,Falseback
778,Aaron Wan-Bissaka,RB,Athletic Club,Italy,La Liga,Wingback
779,Timothy Di Lorenzo,RB,Girona,France,La Liga,Attacking Wing Back
780,Achraf Frimpong,RB,Atletico Madrid,Netherlands,La Liga,Wingback
781,Jeremie Pavard,RB,Napoli,Spain,Serie A,Attacking Wing Back
782,Diogo Castagne,RB,Stuttgart,Japan,Bundesliga,Fullback
783,Pedro Alexander-Arnold,RB,Brighton,Spain,Premier League,Falseback
784,Rico Molina,RB,Bayern Munich,Germany,Bundesliga,Wingback
785,Joao Walker,RB,Inter Milan,Germany,Serie A,Attacking Wing Back
786,Rico Castagne,RB,Real Madrid,Turkey,La Liga,Wingback
787,Trent Dalot,RB,Real Madrid,Brazil,La Liga,Attacking Wing Back
788,Dani Walker,RB,Arsenal,Poland,Premier League,Fullback
789,Malo Hakimi,RB,Manchester City,USA,Premier League,Falseback
790,Trent Lewis,RB,Real Madrid,England,La Liga,Falseback
791,Ben White,RB,RB Leipzig,Japan,Bundesliga,Attacking Wing Back
792,Jeremie James,RB,Napoli,Brazil,Serie A,Falseback
793,Takehiro White,RB,Real Sociedad,Belgium,La Liga,Falseback
794,Takehiro Trippier,RB,Brest,Japan,Ligue 1,Wingback
795,Denzel Trippier,RB,Stuttgart,Belgium,Bundesliga,Fullback
796,Reece Alexander-Arnold,RB,PSG,Argentina,Ligue 1,Falseback
797,Reece Frimpong,RB,Newcastle,Argentina,Premier League,Attacking Wing Back
798,Achraf Walker,RB,Atletico Madrid,Italy,La Liga,Falseback
799,Pedro Pavard,RB,Bayer Leverkusen,Italy,Bundesliga,Wingback
800,Kyle Gusto,RB,Athletic Club,Spain,La Liga,Wingback
801,Rico Porro,RB,Manchester City,Turkey,Premier League,Fullback
802,Timothy Gusto,RB,Monaco,Netherlands,Ligue 1,Wingback
803,Giovanni Trippier,RB,Girona,Portugal,La Liga,Wingback
804,Jeremie White,RB,Real Madrid,Spain,La Liga,Wingback
805,Reece Pavard,RB,Real Betis,Morocco,La Liga,Attacking Wing Back
806,Malo Carvajal,RB,Stuttgart,Belgium,Bundesliga,Attacking Wing Back
807,Joao Lewis,RB,Liverpool,Morocco,Premier League,Wingback
808,Aaron Frimpong,RB,Arsenal,Belgium,Premier League,Wingback
809,Kieran Alexander-Arnold,RB,Real Betis,USA,La Liga,Fullback
810,Jeremie Castagne,RB,Marseille,Netherlands,Ligue 1,Wingback
811,Takehiro Dumfries,RB,Brest,Argentina,Ligue 1,Falseback
812,Denzel Lewis,RB,Bayern Munich,USA,Bundesliga,Wingback
813,Benjamin Molina,RB,Juventus,Italy,Serie A,Falseback
814,Giovanni Di Lorenzo,RB,Real Sociedad,Belgium,La Liga,Attacking Wing Back
815,Dani Tomiyasu,RB,Athletic Club,England,La Liga,Fullback
816,Giovanni Pavard,RB,Chelsea,England,Premier League,Fullback
817,Timothy Tomiyasu,RB,Arsenal,Argentina,Premier League,Attacking Wing Back
818,Achraf Frimpong,RB,Bayern Munich,Germany,Bundesliga,Wingback
819,Rico Trippier,RB,PSG,Spain,Ligue 1,Wingback
820,Dani Tomiyasu,RB,Atalanta,Belgium,Serie A,Wingback
821,Trent Cancelo,RB,AC Milan,USA,Serie A,Falseback
822,Dani Porro,RB,Atletico Madrid,Poland,La Liga,Falseback
823,Timothy Carvajal,RB,Dortmund,Germany,Bundesliga,Wingback
824,Denzel Wan-Bissaka,RB,Napoli,Brazil,Serie A,Attacking Wing Back
825,Giovanni Pavard,RB,PSG,France,Ligue 1,Wingback
826,Takehiro White,RB,Marseille,Japan,Ligue 1,Fullback
827,Takehiro Hakimi,RB,Bayer Leverkusen,Belgium,Bundesliga,Fullback
828,Achraf Trippier,RB,Nice,Poland,Ligue 1,Fullback
829,Rico James,RB,Bayern Munich,Italy,Bundesliga,Falseback
830,Malo Walker,RB,Lazio,Belgium,Serie A,Falseback
831,Diogo Gusto,RB,AS Roma,Japan,Serie A,Falseback
832,Denzel James,RB,Brighton,Italy,Premier League,Attacking Wing Back
833,Malo Castagne,RB,Barcelona,Italy,La Liga,Falseback
834,Timothy Trippier,RB,Girona,Italy,La Liga,Falseback
835,Kyle Hakimi,RB,Manchester United,USA,Premier League,Attacking Wing Back
836,Aaron Pavard,RB,Bayern Munich,Turkey,Bundesliga,Falseback
837,Dani Dumfries,RB,West Ham,Belgium,Premier League,Attacking Wing Back
838,Timothy Pavard,RB,Lyon,Italy,Ligue 1,Fullback
839,Dani Frimpong,RB,Brighton,Brazil,Premier League,Attacking Wing Back
840,Malo Molina,RB,PSG,USA,Ligue 1,Falseback
841,Trent Wan-Bissaka,RB,Girona,Turkey,La Liga,Falseback
842,Timothy Lewis,RB,Inter Milan,Spain,Serie A,Fullback
843,Nahuel Dumfries,RB,Dortmund,Japan,Bundesliga,Falseback
844,Nahuel Trippier,RB,Girona,Spain,La Liga,Fullback
845,Diogo Dalot,RB,West Ham,Morocco,Premier League,Fullback
846,Trent Tomiyasu,RB,Brest,Brazil,Ligue 1,Attacking Wing Back
847,Trent Tomiyasu,RB,Bayern Munich,Portugal,Bundesliga,Fullback
848,Aaron Castagne,RB,Girona,Japan,La Liga,Falseback
849,Denzel Walker,RB,Nice,Germany,Ligue 1,Attacking Wing Back
850,Timothy Castagne,RB,Liverpool,Argentina,Premier League,Fullback
851,Aaron Trippier,RB,Dortmund,Netherlands,Bundesliga,Falseback
852,Denzel Porro,RB,AC Milan,Belgium,Serie A,Falseback
853,Benjamin Hakimi,RB,Chelsea,Germany,Premier League,Falseback
854,Joao White,RB,Atletico Madrid,England,La Liga,Attacking Wing Back
855,Rico Di Lorenzo,RB,Inter Milan,USA,Serie A,Attacking Wing Back
856,Giovanni Trippier,RB,Brest,Germany,Ligue 1,Wingback
857,Aaron Cancelo,RB,Brest,Morocco,Ligue 1,Wingback
858,Achraf Tomiyasu,RB,Bayern Munich,Morocco,Bundesliga,Wingback
859,Aaron Walker,RB,Liverpool,Netherlands,Premier League,Fullback
860,Reece James,RB,Frankfurt,Netherlands,Bundesliga,Attacking Wing Back
861,Ben Castagne,RB,Nice,France,Ligue 1,Attacking Wing Back
862,Pedro Frimpong,RB,PSG,Portugal,Ligue 1,Fullback
863,Rico Di Lorenzo,RB,Brest,Argentina,Ligue 1,Attacking Wing Back
864,Nahuel James,RB,Aston Villa,Spain,Premier League,Attacking Wing Back
865,Malo Walker,RB,RB Leipzig,England,Bundesliga,Wingback
866,Jeremie Dumfries,RB,Athletic Club,Argentina,La Liga,Attacking Wing Back
867,Trent Castagne,RB,Brighton,Netherlands,Premier League,Wingback
868,Pedro James,RB,Brest,Germany,Ligue 1,Falseback
869,Nahuel Dalot,RB,Nice,Italy,Ligue 1,Attacking Wing Back
870,Rico Tomiyasu,RB,Brighton,Netherlands,Premier League,Fullback
871,Diogo White,RB,Inter Milan,Morocco,Serie A,Fullback
872,Dani Cancelo,RB,Arsenal,England,Premier League,Falseback
873,Kieran Cancelo,RB,Atletico Madrid,France,La Liga,Attacking Wing Back
874,Reece Trippier,RB,Dortmund,Belgium,Bundesliga,Falseback
875,Trent James,RB,Real Madrid,Japan,La Liga,Wingback
876,Takehiro White,RB,Atalanta,England,Serie A,Wingback
877,Malo Lewis,RB,Barcelona,Portugal,La Liga,Attacking Wing Back
878,Achraf Cancelo,RB,Valencia,Japan,La Liga,Fullback
879,Timothy Lewis,RB,Atletico Madrid,Germany,La Liga,Fullback
880,Joao Wan-Bissaka,RB,Napoli,Morocco,Serie A,Falseback
881,Aaron Carvajal,RB,Stuttgart,Netherlands,Bundesliga,Attacking Wing Back
882,Jeremie Walker,RB,Lille,Argentina,Ligue 1,Falseback
883,Malo Walker,RB,Athletic Club,Brazil,La Liga,Falseback
884,Takehiro Carvajal,RB,Newcastle,France,Premier League,Wingback
885,Rico Porro,RB,Lille,Portugal,Ligue 1,Falseback
886,Dani Pavard,RB,Manchester United,Portugal,Premier League,Falseback
887,Pedro Trippier,RB,Real Sociedad,Portugal,La Liga,Fullback
888,Kyle Molina,RB,Monaco,Germany,Ligue 1,Attacking Wing Back
889,Diogo Tomiyasu,RB,RB Leipzig,Brazil,Bundesliga,Fullback
890,Takehiro Porro,RB,Lyon,Germany,Ligue 1,Attacking Wing Back
891,Aaron Porro,RB,Dortmund,Argentina,Bundesliga,Falseback
892,Ben Trippier,RB,Girona,Belgium,La Liga,Wingback
893,Aaron Dumfries,RB,Bayer Leverkusen,Brazil,Bundesliga,Attacking Wing Back
894,Malo Frimpong,RB,Tottenham,Netherlands,Premier League,Falseback
895,Kieran Porro,RB,Barcelona,Morocco,La Liga,Attacking Wing Back
896,Ben Castagne,RB,Lille,Portugal,Ligue 1,Falseback
897,Kyle Di Lorenzo,RB,Dortmund,USA,Bundesliga,Fullback
898,Diogo Walker,RB,Dortmund,Germany,Bundesliga,Wingback
899,Takehiro Porro,RB,Nice,Germany,Ligue 1,Fullback
900,Achraf Di Lorenzo,RB,Lille,France,Ligue 1,Falseback
901,Denzel Walker,RB,PSG,Brazil,Ligue 1,Wingback
902,Joao Dalot,RB,Lazio,USA,Serie A,Wingback
903,Reece Wan-Bissaka,RB,Bayer Leverkusen,England,Bundesliga,Falseback
904,Giovanni Dalot,RB,Nice,Belgium,Ligue 1,Fullback
905,Ben Molina,RB,Marseille,Netherlands,Ligue 1,Falseback
906,Dani James,RB,Real Madrid,Japan,La Liga,Attacking Wing Back
907,Rico Walker,RB,Girona,Spain,La Liga,Wingback
908,Malo Di Lorenzo,RB,Manchester City,Spain,Premier League,Attacking Wing Back
909,Timothy Hakimi,RB,Bayern Munich,Portugal,Bundesliga,Falseback
910,Takehiro Gusto,RB,RB Leipzig,Argentina,Bundesliga,Falseback
911,Trent Tomiyasu,RB,Dortmund,Argentina,Bundesliga,Attacking Wing Back
912,Denzel Frimpong,RB,Stuttgart,Netherlands,Bundesliga,Fullback
913,Kieran Castagne,RB,PSG,Germany,Ligue 1,Fullback
914,Nahuel Dalot,RB,Manchester United,Portugal,Premier League,Fullback
915,Pedro Hakimi,RB,Chelsea,Netherlands,Premier League,Wingback
916,Pedro Dalot,RB,Real Sociedad,Morocco,La Liga,Falseback
917,Benjamin Carvajal,RB,Stuttgart,Spain,Bundesliga,Attacking Wing Back
918,Pedro Frimpong,RB,Aston Villa,Morocco,Premier League,Attacking Wing Back
919,Joao Tomiyasu,RB,Dortmund,Morocco,Bundesliga,Wingback
920,Nahuel Frimpong,RB,Marseille,England,Ligue 1,Wingback
921,Timothy Di Lorenzo,RB,Monaco,Belgium,Ligue 1,Falseback
922,Giovanni Walker,RB,Manchester United,France,Premier League,Falseback
923,Joao Tomiyasu,RB,Barcelona,Argentina,La Liga,Fullback
924,Takehiro Wan-Bissaka,RB,Bayer Leverkusen,Belgium,Bundesliga,Attacking Wing Back
925,Benjamin Dalot,RB,Marseille,Japan,Ligue 1,Wingback
926,Giovanni Porro,RB,Monaco,Morocco,Ligue 1,Fullback
927,Rico Dumfries,RB,Bayern Munich,Argentina,Bundesliga,Attacking Wing Back
928,Rico Di Lorenzo,RB,Chelsea,Belgium,Premier League,Attacking Wing Back
929,Diogo Lewis,RB,Girona,Poland,La Liga,Falseback
930,Kieran Frimpong,RB,Atletico Madrid,Spain,La Liga,Falseback
931,Pedro Walker,RB,Real Sociedad,Portugal,La Liga,Falseback
932,Aaron James,RB,Liverpool,Netherlands,Premier League,Falseback
933,Giovanni Cancelo,RB,Liverpool,Brazil,Premier League,Falseback
934,Denzel Pavard,RB,Girona,Belgium,La Liga,Wingback
935,Reece Porro,RB,Inter Milan,Spain,Serie A,Fullback
936,Benjamin Frimpong,RB,Real Betis,Brazil,La Liga,Falseback
937,Denzel Dumfries,RB,Juventus,England,Serie A,Attacking Wing Back
938,Ben Tomiyasu,RB,Frankfurt,Turkey,Bundesliga,Fullback
939,Rico Alexander-Arnold,RB,Bayern Munich,Turkey,Bundesliga,Attacking Wing Back
940,Takehiro Frimpong,RB,AC Milan,Brazil,Serie A,Fullback
941,Takehiro Dumfries,RB,PSG,Belgium,Ligue 1,Attacking Wing Back
942,Rico Cancelo,RB,West Ham,England,Premier League,Attacking Wing Back
943,Nahuel Alexander-Arnold,RB,Atletico Madrid,Poland,La Liga,Attacking Wing Back
944,Achraf Molina,RB,Bologna,Turkey,Serie A,Attacking Wing Back
945,Jeremie Lewis,RB,Nice,Argentina,Ligue 1,Fullback
946,Dani Alexander-Arnold,RB,PSG,England,Ligue 1,Wingback
947,Joao Castagne,RB,Barcelona,Portugal,La Liga,Falseback
948,Achraf Frimpong,RB,Atalanta,France,Serie A,Attacking Wing Back
949,Denzel Di Lorenzo,RB,Liverpool,England,Premier League,Falseback
950,Giovanni Dumfries,RB,Frankfurt,Spain,Bundesliga,Wingback
951,Aaron Pavard,RB,Real Sociedad,France,La Liga,Attacking Wing Back
952,Timothy Dumfries,RB,RB Leipzig,Germany,Bundesliga,Fullback
953,Nahuel Trippier,RB,Barcelona,Turkey,La Liga,Wingback
954,Aaron James,RB,Lyon,Netherlands,Ligue 1,Fullback
955,Aaron Porro,RB,Nice,Spain,Ligue 1,Attacking Wing Back
956,Timothy Walker,RB,Chelsea,Japan,Premier League,Falseback
957,Diogo Di Lorenzo,RB,Real Betis,England,La Liga,Wingback
958,Giovanni Dalot,RB,Girona,Turkey,La Liga,Attacking Wing Back
959,Benjamin James,RB,Napoli,USA,Serie A,Fullback
960,Dani Dumfries,RB,RB Leipzig,Turkey,Bundesliga,Fullback
961,Takehiro Trippier,RB,Marseille,Turkey,Ligue 1,Fullback
962,Reece Tomiyasu,RB,Real Sociedad,Belgium,La Liga,Wingback
963,Aaron Cancelo,RB,Stuttgart,Netherlands,Bundesliga,Fullback
964,Kieran Lewis,RB,Athletic Club,Belgium,La Liga,Fullback
965,Nahuel Porro,RB,Dortmund,Morocco,Bundesliga,Falseback
966,Aaron White,RB,Lazio,Netherlands,Serie A,Fullback
967,Kyle Walker,RB,Real Sociedad,Spain,La Liga,Attacking Wing Back
968,Reece Dalot,RB,Real Madrid,Netherlands,La Liga,Attacking Wing Back
969,Nahuel White,RB,Athletic Club,Netherlands,La Liga,Falseback
970,Kieran Alexander-Arnold,RB,RB Leipzig,France,Bundesliga,Falseback
971,Trent Frimpong,RB,Athletic Club,Netherlands,La Liga,Wingback
972,Kyle Cancelo,RB,Napoli,Turkey,Serie A,Wingback
973,Kyle Frimpong,RB,AS Roma,Brazil,Serie A,Falseback
974,Pedro White,RB,Napoli,England,Serie A,Attacking Wing Back
975,Dani Dalot,RB,Dortmund,Belgium,Bundesliga,Fullback
976,Benjamin Tomiyasu,RB,Inter Milan,Brazil,Serie A,Fullback
977,Aaron James,RB,Atletico Madrid,Portugal,La Liga,Fullback
978,Ben Trippier,RB,Barcelona,Belgium,La Liga,Falseback
979,Aaron Alexander-Arnold,RB,Tottenham,Netherlands,Premier League,Falseback
980,Kyle Hakimi,RB,Nice,Spain,Ligue 1,Fullback
981,Kyle Pavard,RB,Brest,Belgium,Ligue 1,Fullback
982,Diogo Di Lorenzo,RB,AS Roma,Turkey,Serie A,Fullback
983,Dani Lewis,RB,Barcelona,Brazil,La Liga,Fullback
984,Kieran Lewis,RB,Dortmund,Belgium,Bundesliga,Falseback
985,Achraf Gusto,RB,Manchester United,Italy,Premier League,Wingback
986,Joao Pavard,RB,Athletic Club,Italy,La Liga,Attacking Wing Back
987,Jeremie Tomiyasu,RB,Monaco,Japan,Ligue 1,Falseback
988,Benjamin Hakimi,RB,Liverpool,USA,Premier League,Fullback
989,Kieran Frimpong,RB,Nice,Argentina,Ligue 1,Fullback
990,Pedro Frimpong,RB,Bayern Munich,England,Bundesliga,Falseback
991,Ben Pavard,RB,Athletic Club,USA,La Liga,Fullback
992,Rico White,RB,Manchester City,USA,Premier League,Falseback
993,Giovanni Castagne,RB,Real Betis,Netherlands,La Liga,Attacking Wing Back
994,Jeremie Trippier,RB,Liverpool,Netherlands,Premier League,Attacking Wing Back
995,Reece White,RB,Brighton,Morocco,Premier League,Wingback
996,Giovanni Trippier,RB,Girona,Netherlands,La Liga,Attacking Wing Back
997,Denzel Carvajal,RB,Bayer Leverkusen,Turkey,Bundesliga,Falseback
998,Ben Walker,RB,West Ham,Italy,Premier League,Falseback
999,Reece Carvajal,RB,Frankfurt,Italy,Bundesliga,Attacking Wing Back
1000,Diogo Pavard,RB,Manchester United,Turkey,Premier League,Wingback
1001,Achraf Castagne,RB,RB Leipzig,Turkey,Bundesliga,Wingback
1002,Achraf Carvajal,RB,Atletico Madrid,Argentina,La Liga,Falseback
1003,Achraf Gusto,RB,AC Milan,Japan,Serie A,Wingback
1004,Aaron Tomiyasu,RB,Barcelona,Spain,La Liga,Fullback
1005,Ben Pavard,RB,Marseille,Italy,Ligue 1,Wingback
1006,Aaron Dalot,RB,Athletic Club,Brazil,La Liga,Attacking Wing Back
1007,Timothy Wan-Bissaka,RB,AS Roma,Morocco,Serie A,Falseback
1008,Jeremie White,RB,Dortmund,Poland,Bundesliga,Attacking Wing Back
1009,Pedro Molina,RB,Stuttgart,France,Bundesliga,Wingback
1010,Timothy Wan-Bissaka,RB,Napoli,Belgium,Serie A,Fullback
1011,Kyle Porro,RB,PSG,France,Ligue 1,Falseback
1012,Takehiro Lewis,RB,Juventus,Morocco,Serie A,Wingback
1013,Kyle Cancelo,RB,Bologna,Morocco,Serie A,Wingback
1014,Achraf Castagne,RB,Real Madrid,England,La Liga,Falseback
1015,Malo Di Lorenzo,RB,Lazio,England,Serie A,Wingback
1016,Trent Alexander-Arnold,RB,Juventus,Japan,Serie A,Wingback
1017,Takehiro White,RB,Napoli,Poland,Serie A,Wingback
1018,Rico Hakimi,RB,Marseille,Germany,Ligue 1,Fullback
1019,Malo Wan-Bissaka,RB,Dortmund,Turkey,Bundesliga,Fullback
1020,Kieran White,RB,Juventus,Portugal,Serie A,Wingback
1021,Aaron Carvajal,RB,Inter Milan,Turkey,Serie A,Falseback
1022,Kyle Dumfries,RB,Brest,Belgium,Ligue 1,Fullback
1023,Takehiro Dalot,RB,Atletico Madrid,France,La Liga,Fullback
1024,Kieran Di Lorenzo,RB,Frankfurt,USA,Bundesliga,Falseback
1025,Benjamin Lewis,RB,Nice,USA,Ligue 1,Attacking Wing Back
1026,Takehiro Hakimi,RB,Brest,Argentina,Ligue 1,Wingback
1027,Diogo Wan-Bissaka,RB,West Ham,Argentina,Premier League,Fullback
1028,Kyle Cancelo,RB,Lyon,Italy,Ligue 1,Wingback
1029,Aaron Tomiyasu,RB,Atalanta,Belgium,Serie A,Attacking Wing Back
1030,Dani Gusto,RB,Manchester United,France,Premier League,Falseback
1031,Diogo Wan-Bissaka,RB,Lazio,Spain,Serie A,Fullback
1032,Benjamin Gusto,RB,Newcastle,Italy,Premier League,Falseback
1033,Achraf Alexander-Arnold,RB,Real Sociedad,Poland,La Liga,Falseback
1034,Joao Dumfries,RB,Liverpool,Spain,Premier League,Attacking Wing Back
1035,Trent Gusto,RB,Juventus,Brazil,Serie A,Fullback
1036,Giovanni Di Lorenzo,RB,Bayer Leverkusen,Belgium,Bundesliga,Fullback
1037,Pedro Wan-Bissaka,RB,Lyon,Spain,Ligue 1,Fullback
1038,Diogo Wan-Bissaka,RB,Atalanta,Netherlands,Serie A,Wingback
1039,Jeremie Dumfries,RB,Valencia,Germany,La Liga,Falseback
1040,Kyle Tomiyasu,RB,Brighton,Netherlands,Premier League,Fullback
1041,Benjamin Tomiyasu,RB,West Ham,Germany,Premier League,Wingback
1042,Takehiro Gusto,RB,AC Milan,Spain,Serie A,Wingback
1043,Kieran Lewis,RB,Frankfurt,USA,Bundesliga,Wingback
1044,Giovanni Dalot,RB,Bayer Leverkusen,Japan,Bundesliga,Falseback
1045,Aaron White,RB,Lazio,Morocco,Serie A,Wingback
1046,Achraf Wan-Bissaka,RB,Real Betis,Argentina,La Liga,Attacking Wing Back
1047,Timothy Carvajal,RB,Stuttgart,Poland,Bundesliga,Wingback
1048,Trent Cancelo,RB,Athletic Club,Italy,La Liga,Fullback
1049,Timothy Tomiyasu,RB,Atalanta,Poland,Serie A,Fullback
1050,Achraf Castagne,RB,West Ham,USA,Premier League,Fullback
1051,Reece Trippier,RB,AC Milan,Turkey,Serie A,Fullback
1052,Takehiro Di Lorenzo,RB,Manchester United,Belgium,Premier League,Fullback
1053,Jeremie Lewis,RB,RB Leipzig,Japan,Bundesliga,Wingback
1054,Achraf Hakimi,RB,Manchester United,England,Premier League,Wingback
1055,Takehiro Dumfries,RB,Athletic Club,Argentina,La Liga,Fullback
1056,Kieran Tomiyasu,RB,PSG,Germany,Ligue 1,Wingback
1057,Kieran Lewis,RB,Barcelona,Argentina,La Liga,Falseback
1058,Jeremie Pavard,RB,AS Roma,Japan,Serie A,Falseback
1059,Timothy Tomiyasu,RB,Atalanta,Portugal,Serie A,Attacking Wing Back
1060,Dani Molina,RB,Brighton,Poland,Premier League,Falseback
1061,Nahuel Di Lorenzo,RB,Juventus,Japan,Serie A,Falseback
1062,Reece Hakimi,RB,Athletic Club,Netherlands,La Liga,Wingback
1063,Kyle Wan-Bissaka,RB,Dortmund,Belgium,Bundesliga,Falseback
1064,Achraf Dumfries,RB,Inter Milan,England,Serie A,Attacking Wing Back
1065,Takehiro Walker,RB,Brighton,Brazil,Premier League,Falseback
1066,Malo Lewis,RB,Lille,Poland,Ligue 1,Attacking Wing Back
1067,Rico Dumfries,RB,Barcelona,France,La Liga,Falseback
1068,Kieran Frimpong,RB,Napoli,Argentina,Serie A,Attacking Wing Back
1069,Rico Hakimi,RB,Juventus,Poland,Serie A,Falseback
1070,Joao Molina,RB,RB Leipzig,USA,Bundesliga,Attacking Wing Back
1071,Nahuel Alexander-Arnold,RB,Juventus,Portugal,Serie A,Falseback
1072,Denzel Alexander-Arnold,RB,PSG,Brazil,Ligue 1,Fullback
1073,Takehiro Cancelo,RB,PSG,France,Ligue 1,Wingback
1074,Aaron Di Lorenzo,RB,Marseille,Japan,Ligue 1,Attacking Wing Back
1075,Diogo Wan-Bissaka,RB,Tottenham,Portugal,Premier League,Wingback
1076,Dani Trippier,RB,Newcastle,USA,Premier League,Wingback
1077,Achraf Molina,RB,Marseille,Portugal,Ligue 1,Attacking Wing Back
1078,Takehiro Molina,RB,Napoli,Italy,Serie A,Falseback
1079,Joao Lewis,RB,Real Sociedad,Japan,La Liga,Wingback
1080,Takehiro Castagne,RB,Dortmund,Spain,Bundesliga,Attacking Wing Back
1081,Pedro Trippier,RB,Real Sociedad,Argentina,La Liga,Fullback
1082,Trent Carvajal,RB,Stuttgart,Turkey,Bundesliga,Attacking Wing Back
1083,Dani Walker,RB,RB Leipzig,Netherlands,Bundesliga,Falseback
1084,Benjamin Pavard,RB,Arsenal,Morocco,Premier League,Wingback
1085,Ben Carvajal,RB,Bayer Leverkusen,Turkey,Bundesliga,Falseback
1086,Denzel White,RB,Real Betis,Netherlands,La Liga,Attacking Wing Back
1087,Takehiro Lewis,RB,Bologna,Brazil,Serie A,Falseback
1088,Giovanni Gusto,RB,Bologna,England,Serie A,Attacking Wing Back
1089,Pedro Porro,RB,Real Sociedad,Brazil,La Liga,Attacking Wing Back
1090,Timothy Tomiyasu,RB,Athletic Club,Germany,La Liga,Falseback
1091,Achraf Tomiyasu,RB,Stuttgart,USA,Bundesliga,Falseback
1092,Dani Porro,RB,Aston Villa,England,Premier League,Falseback
1093,Denzel Hakimi,RB,Inter Milan,Italy,Serie A,Fullback
1094,Kyle Dumfries,RB,Monaco,USA,Ligue 1,Attacking Wing Back
1095,Denzel Walker,RB,Atletico Madrid,France,La Liga,Attacking Wing Back
1096,Ben White,RB,Girona,Germany,La Liga,Attacking Wing Back
1097,Nahuel Dalot,RB,West Ham,France,Premier League,Fullback
1098,Timothy Carvajal,RB,Monaco,Belgium,Ligue 1,Attacking Wing Back
1099,Pedro Molina,RB,Manchester United,Poland,Premier League,Wingback
1100,Benjamin Lewis,RB,Chelsea,Morocco,Premier League,Falseback
1101,Kyle Di Lorenzo,RB,Girona,Turkey,La Liga,Wingback
1102,Trent Pavard,RB,Juventus,England,Serie A,Falseback
1103,Timothy Walker,RB,Frankfurt,Spain,Bundesliga,Attacking Wing Back
1104,Trent Carvajal,RB,Bayern Munich,Belgium,Bundesliga,Attacking Wing Back
1105,Takehiro Wan-Bissaka,RB,Arsenal,Portugal,Premier League,Wingback
1106,Giovanni Dalot,RB,AC Milan,Spain,Serie A,Attacking Wing Back
1107,Pedro Dalot,RB,Manchester City,Belgium,Premier League,Attacking Wing Back
1108,Rico Hakimi,RB,AC Milan,Argentina,Serie A,Attacking Wing Back
1109,Joao Dumfries,RB,PSG,Argentina,Ligue 1,Attacking Wing Back
1110,Joao Di Lorenzo,RB,Tottenham,France,Premier League,Wingback
1111,Nahuel Wan-Bissaka,RB,Dortmund,France,Bundesliga,Attacking Wing Back
1112,Kyle Alexander-Arnold,RB,AC Milan,Brazil,Serie A,Wingback
1113,Ben James,RB,Bayer Leverkusen,Spain,Bundesliga,Attacking Wing Back
1114,Dani Frimpong,RB,Bologna,Netherlands,Serie A,Fullback
1115,Takehiro Porro,RB,Girona,Portugal,La Liga,Wingback
1116,Kieran Hakimi,RB,Athletic Club,Argentina,La Liga,Attacking Wing Back
1117,Takehiro Lewis,RB,Lyon,Japan,Ligue 1,Fullback
1118,Nahuel Wan-Bissaka,RB,Manchester United,Argentina,Premier League,Attacking Wing Back
1119,Nahuel Molina,RB,Lyon,Argentina,Ligue 1,Attacking Wing Back
1120,Giovanni Hakimi,RB,Brighton,England,Premier League,Fullback
1121,Pedro Dalot,RB,Stuttgart,Germany,Bundesliga,Wingback
1122,Trent Cancelo,RB,Girona,Morocco,La Liga,Attacking Wing Back
1123,Ben Dalot,RB,Atalanta,Italy,Serie A,Fullback
1124,Aaron Wan-Bissaka,RB,Inter Milan,Argentina,Serie A,Falseback
1125,Ben Wan-Bissaka,RB,Bayer Leverkusen,Poland,Bundesliga,Fullback
1126,Trent Tomiyasu,RB,Lazio,Argentina,Serie A,Fullback
1127,Giovanni White,RB,Inter Milan,France,Serie A,Attacking Wing Back
1128,Takehiro Alexander-Arnold,RB,Dortmund,Germany,Bundesliga,Attacking Wing Back
1129,Joao Lewis,RB,Bayern Munich,Belgium,Bundesliga,Attacking Wing Back
1130,Dani Dumfries,RB,Juventus,Germany,Serie A,Wingback
1131,Achraf Gusto,RB,Barcelona,Portugal,La Liga,Falseback
