Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
732,Kaoru Grealish,LW,Tottenham,Colombia,Premier League,Wide Playmaker
733,Ansu Mitoma,LW,Bayer Leverkusen,Belgium,Bundesliga,Winger
734,Jeremy Mudryk,LW,Arsenal,Spain,Premier League,Winger
735,Luis Mbappe,LW,Lazio,Georgia,Serie A,Inside Forward
736,Luis Zaha,LW,Real Betis,Colombia,La Liga,Winger
737,Cody Fati,LW,Barcelona,Georgia,La Liga,Winger
738,Jadon Zaha,LW,Atletico Madrid,Japan,La Liga,Wide Playmaker
739,Wilfried Fati,LW,Frankfurt,Spain,Bundesliga,Winger
740,Kaoru Williams,LW,Marseille,Colombia,Ligue 1,Wide Playmaker
741,Ansu Grealish,LW,Liverpool,Japan,Premier League,Inside Forward
742,Vinicius Williams,LW,Valencia,South Korea,La Liga,Wide Playmaker
743,Son Mbappe,LW,Nice,South Korea,Ligue 1,Inside Forward
744,Kaoru Mbappe,LW,Aston Villa,Netherlands,Premier League,Winger
745,Gabriel Williams,LW,Real Betis,Belgium,La Liga,Inside Forward
746,Son Leao,LW,Marseille,England,Ligue 1,Inside Forward
747,Jeremy Kvaratskhelia,LW,Arsenal,Germany,Premier League,Winger
748,Jack Junior,LW,Manchester United,Ukraine,Premier League,Wide Playmaker
749,Jack Doku,LW,Lille,Portugal,Ligue 1,Inside Forward
750,Gabriel Grealish,LW,Bologna,Belgium,Serie A,Winger
751,Wilfried Doku,LW,Real Sociedad,South Korea,La Liga,Winger
752,Marcus Diaz,LW,Inter Milan,Brazil,Serie A,Winger
753,Cody Grealish,LW,Atletico Madrid,Ivory Coast,La Liga,Winger
754,Jack Williams,LW,Newcastle,Georgia,Premier League,Wide Playmaker
755,Alejandro Sancho,LW,Barcelona,Spain,La Liga,Winger
756,Gabriel Doku,LW,Dortmund,Japan,Bundesliga,Wide Playmaker
757,Kylian Fati,LW,Atletico Madrid,Netherlands,La Liga,Winger
758,Wilfried Junior,LW,Valencia,Belgium,La Liga,Wide Playmaker
759,Nico Gakpo,LW,Athletic Club,Brazil,La Liga,Winger
760,Marcus Mitoma,LW,Chelsea,Portugal,Premier League,Wide Playmaker
761,Khvicha Garnacho,LW,Brest,Germany,Ligue 1,Winger
762,Gabriel Heung-min,LW,Brest,Colombia,Ligue 1,Inside Forward
763,Jadon Diaz,LW,Juventus,Argentina,Serie A,Inside Forward
764,Son Heung-min,LW,Valencia,Colombia,La Liga,Inside Forward
765,Kaoru Zaha,LW,Liverpool,Colombia,Premier League,Wide Playmaker
766,Jadon Grealish,LW,Newcastle,France,Premier League,Winger
767,Son Zaha,LW,Lazio,Ivory Coast,Serie A,Inside Forward
768,Marcus Leao,LW,Chelsea,Brazil,Premier League,Inside Forward
769,Rafael Grealish,LW,Bayer Leverkusen,Brazil,Bundesliga,Inside Forward
770,Jeremy Heung-min,LW,AC Milan,Argentina,Serie A,Inside Forward
771,Alejandro Sancho,LW,Girona,Argentina,La Liga,Wide Playmaker
772,Rafael Kvaratskhelia,LW,Girona,Germany,La Liga,Wide Playmaker
773,Ansu Junior,LW,Real Betis,France,La Liga,Winger
774,Gabriel Fati,LW,West Ham,England,Premier League,Winger
775,Vinicius Grealish,LW,Tottenham,Ukraine,Premier League,Inside Forward
776,Cody Barnes,LW,Juventus,Germany,Serie A,Inside Forward
777,Alejandro Zaha,LW,Real Sociedad,Spain,La Liga,Inside Forward
778,Jadon Mitoma,LW,Chelsea,Argentina,Premier League,Inside Forward
779,Marcus Barnes,LW,Juventus,Netherlands,Serie A,Wide Playmaker
780,Harvey Williams,LW,Inter Milan,Ivory Coast,Serie A,Inside Forward
781,Kaoru Diaz,LW,Brest,Germany,Ligue 1,Winger
782,Luis Heung-min,LW,Atalanta,Germany,Serie A,Winger
783,Wilfried Williams,LW,Bologna,England,Serie A,Wide Playmaker
784,Mykhailo Coman,LW,Arsenal,Netherlands,Premier League,Inside Forward
785,Luis Mbappe,LW,Dortmund,Colombia,Bundesliga,Inside Forward
786,Kaoru Zaha,LW,Liverpool,Netherlands,Premier League,Winger
787,Marcus Garnacho,LW,Marseille,Colombia,Ligue 1,Wide Playmaker
788,Kaoru Martinelli,LW,Manchester United,Japan,Premier League,Wide Playmaker
789,Jack Mbappe,LW,Bayer Leverkusen,France,Bundesliga,Inside Forward
790,Kingsley Sancho,LW,Atalanta,Colombia,Serie A,Wide Playmaker
791,Ansu Grealish,LW,Girona,Colombia,La Liga,Winger
792,Wilfried Kvaratskhelia,LW,Lazio,France,Serie A,Wide Playmaker
793,Rafael Mudryk,LW,Nice,Argentina,Ligue 1,Wide Playmaker
794,Kaoru Diaz,LW,AS Roma,Georgia,Serie A,Wide Playmaker
795,Kingsley Kvaratskhelia,LW,Inter Milan,Netherlands,Serie A,Wide Playmaker
796,Vinicius Mudryk,LW,Atalanta,South Korea,Serie A,Wide Playmaker
797,Kaoru Martinelli,LW,Monaco,Belgium,Ligue 1,Winger
798,Nico Mitoma,LW,PSG,South Korea,Ligue 1,Inside Forward
799,Alejandro Williams,LW,Athletic Club,Portugal,La Liga,Winger
800,Rafael Grealish,LW,Napoli,Georgia,Serie A,Winger
801,Gabriel Junior,LW,Inter Milan,England,Serie A,Winger
802,Wilfried Rashford,LW,Newcastle,England,Premier League,Winger
803,Wilfried Barnes,LW,Real Betis,Portugal,La Liga,Wide Playmaker
804,Gabriel Diaz,LW,Manchester City,Brazil,Premier League,Wide Playmaker
805,Harvey Mbappe,LW,Manchester City,Portugal,Premier League,Winger
806,Nico Doku,LW,Dortmund,Georgia,Bundesliga,Wide Playmaker
807,Son Garnacho,LW,Marseille,Brazil,Ligue 1,Wide Playmaker
808,Marcus Garnacho,LW,Lille,Germany,Ligue 1,Inside Forward
809,Harvey Coman,LW,Monaco,England,Ligue 1,Inside Forward
810,Nico Williams,LW,Monaco,England,Ligue 1,Winger
811,Son Gakpo,LW,Dortmund,Netherlands,Bundesliga,Inside Forward
812,Cody Barnes,LW,Tottenham,Portugal,Premier League,Inside Forward
813,Marcus Gakpo,LW,Bayer Leverkusen,Colombia,Bundesliga,Inside Forward
814,Kylian Fati,LW,Lille,Netherlands,Ligue 1,Winger
815,Son Martinelli,LW,Manchester City,Netherlands,Premier League,Wide Playmaker
816,Jeremy Leao,LW,Manchester City,Ukraine,Premier League,Wide Playmaker
817,Mykhailo Leao,LW,Chelsea,Ivory Coast,Premier League,Wide Playmaker
818,Ansu Doku,LW,Napoli,South Korea,Serie A,Winger
819,Jadon Garnacho,LW,Arsenal,Ivory Coast,Premier League,Wide Playmaker
820,Vinicius Gakpo,LW,Real Madrid,Brazil,La Liga,Wide Playmaker
821,Son Mitoma,LW,Lazio,Argentina,Serie A,Winger
822,Son Coman,LW,Valencia,France,La Liga,Winger
823,Khvicha Doku,LW,Marseille,Portugal,Ligue 1,Wide Playmaker
824,Kylian Mitoma,LW,Girona,South Korea,La Liga,Wide Playmaker
825,Kylian Kvaratskhelia,LW,Juventus,Colombia,Serie A,Winger
826,Mykhailo Grealish,LW,Tottenham,Germany,Premier League,Wide Playmaker
827,Wilfried Heung-min,LW,Manchester United,Ivory Coast,Premier League,Inside Forward
828,Wilfried Kvaratskhelia,LW,Juventus,Spain,Serie A,Wide Playmaker
829,Ansu Diaz,LW,Bayer Leverkusen,Spain,Bundesliga,Winger
830,Luis Coman,LW,West Ham,South Korea,Premier League,Inside Forward
831,Mykhailo Junior,LW,Bayern Munich,Portugal,Bundesliga,Inside Forward
832,Mykhailo Sancho,LW,Brighton,Ivory Coast,Premier League,Winger
833,Marcus Zaha,LW,Atalanta,Belgium,Serie A,Inside Forward
834,Jadon Barnes,LW,AS Roma,Colombia,Serie A,Winger
835,Khvicha Coman,LW,Chelsea,Ivory Coast,Premier League,Wide Playmaker
836,Vinicius Leao,LW,Manchester United,Ukraine,Premier League,Winger
837,Harvey Barnes,LW,Frankfurt,Netherlands,Bundesliga,Wide Playmaker
838,Cody Mudryk,LW,Brest,Portugal,Ligue 1,Wide Playmaker
839,Harvey Kvaratskhelia,LW,Marseille,Georgia,Ligue 1,Inside Forward
840,Jadon Barnes,LW,Atletico Madrid,Germany,La Liga,Inside Forward
841,Jadon Gakpo,LW,PSG,South Korea,Ligue 1,Winger
842,Vinicius Rashford,LW,Atletico Madrid,France,La Liga,Winger
843,Marcus Rashford,LW,Chelsea,Argentina,Premier League,Wide Playmaker
844,Kaoru Rashford,LW,AS Roma,Ivory Coast,Serie A,Inside Forward
845,Gabriel Williams,LW,Athletic Club,Argentina,La Liga,Wide Playmaker
846,Marcus Barnes,LW,AC Milan,England,Serie A,Inside Forward
847,Kingsley Doku,LW,AC Milan,Spain,Serie A,Inside Forward
848,Vinicius Mitoma,LW,Tottenham,Germany,Premier League,Wide Playmaker
849,Nico Zaha,LW,Lille,Ivory Coast,Ligue 1,Wide Playmaker
850,Jadon Kvaratskhelia,LW,Chelsea,England,Premier League,Inside Forward
851,Rafael Diaz,LW,AS Roma,Ivory Coast,Serie A,Wide Playmaker
852,Alejandro Rashford,LW,Chelsea,Germany,Premier League,Winger
853,Kylian Martinelli,LW,Chelsea,Portugal,Premier League,Wide Playmaker
854,Gabriel Leao,LW,PSG,Netherlands,Ligue 1,Wide Playmaker
855,Son Zaha,LW,Atletico Madrid,Argentina,La Liga,Inside Forward
856,Rafael Garnacho,LW,Arsenal,Spain,Premier League,Inside Forward
857,Vinicius Junior,LW,Chelsea,South Korea,Premier League,Wide Playmaker
858,Rafael Rashford,LW,Monaco,Ukraine,Ligue 1,Wide Playmaker
859,Wilfried Leao,LW,Girona,Netherlands,La Liga,Wide Playmaker
860,Alejandro Mudryk,LW,West Ham,Georgia,Premier League,Wide Playmaker
861,Mykhailo Zaha,LW,Nice,Japan,Ligue 1,Winger
862,Ansu Diaz,LW,Real Sociedad,Belgium,La Liga,Winger
863,Harvey Sancho,LW,Girona,Japan,La Liga,Wide Playmaker
864,Marcus Barnes,LW,Frankfurt,Portugal,Bundesliga,Inside Forward
865,Kaoru Kvaratskhelia,LW,Dortmund,Spain,Bundesliga,Inside Forward
866,Kaoru Gakpo,LW,Arsenal,Spain,Premier League,Winger
867,Khvicha Sancho,LW,Marseille,Belgium,Ligue 1,Inside Forward
868,Jadon Mbappe,LW,Athletic Club,Germany,La Liga,Winger
869,Vinicius Rashford,LW,Arsenal,Netherlands,Premier League,Inside Forward
870,Jadon Williams,LW,Liverpool,Japan,Premier League,Winger
871,Kingsley Heung-min,LW,Monaco,Argentina,Ligue 1,Wide Playmaker
872,Kylian Junior,LW,Stuttgart,Spain,Bundesliga,Inside Forward
873,Jack Mbappe,LW,Nice,Japan,Ligue 1,Wide Playmaker
874,Rafael Mbappe,LW,Atalanta,Spain,Serie A,Inside Forward
875,Jeremy Mudryk,LW,Bayern Munich,Argentina,Bundesliga,Wide Playmaker
876,Gabriel Mbappe,LW,Monaco,South Korea,Ligue 1,Inside Forward
877,Alejandro Mitoma,LW,Chelsea,Argentina,Premier League,Winger
878,Jack Gakpo,LW,Dortmund,Netherlands,Bundesliga,Wide Playmaker
879,Rafael Martinelli,LW,PSG,Argentina,Ligue 1,Inside Forward
880,Khvicha Zaha,LW,Lazio,England,Serie A,Winger
881,Ansu Grealish,LW,Athletic Club,Portugal,La Liga,Inside Forward
882,Ansu Kvaratskhelia,LW,Atalanta,Ivory Coast,Serie A,Inside Forward
883,Mykhailo Barnes,LW,Chelsea,Portugal,Premier League,Winger
884,Jack Rashford,LW,Tottenham,Brazil,Premier League,Winger
885,Marcus Mbappe,LW,Valencia,Colombia,La Liga,Wide Playmaker
886,Ansu Zaha,LW,Atalanta,Belgium,Serie A,Winger
887,Wilfried Mitoma,LW,West Ham,Spain,Premier League,Winger
888,Luis Mitoma,LW,Dortmund,Germany,Bundesliga,Wide Playmaker
889,Rafael Mitoma,LW,Juventus,South Korea,Serie A,Winger
890,Kylian Leao,LW,Newcastle,Spain,Premier League,Wide Playmaker
891,Kylian Zaha,LW,Arsenal,Ukraine,Premier League,Wide Playmaker
892,Rafael Mitoma,LW,Inter Milan,Brazil,Serie A,Wide Playmaker
893,Cody Grealish,LW,PSG,Colombia,Ligue 1,Inside Forward
894,Kaoru Diaz,LW,Aston Villa,France,Premier League,Winger
895,Alejandro Rashford,LW,AS Roma,South Korea,Serie A,Winger
896,Kingsley Leao,LW,Girona,England,La Liga,Wide Playmaker
897,Vinicius Doku,LW,Real Sociedad,Japan,La Liga,Inside Forward
898,Marcus Heung-min,LW,Lille,Belgium,Ligue 1,Winger
899,Marcus Grealish,LW,AC Milan,Brazil,Serie A,Wide Playmaker
900,Alejandro Mudryk,LW,Manchester United,South Korea,Premier League,Inside Forward
901,Jadon Fati,LW,RB Leipzig,Argentina,Bundesliga,Inside Forward
902,Jadon Diaz,LW,Atletico Madrid,South Korea,La Liga,Inside Forward
903,Nico Leao,LW,West Ham,Georgia,Premier League,Winger
904,Cody Junior,LW,Girona,Colombia,La Liga,Inside Forward
905,Jack Fati,LW,Atalanta,Japan,Serie A,Wide Playmaker
906,Khvicha Coman,LW,Juventus,Ukraine,Serie A,Wide Playmaker
907,Jack Diaz,LW,Nice,South Korea,Ligue 1,Wide Playmaker
908,Son Mbappe,LW,Lyon,Germany,Ligue 1,Wide Playmaker
909,Marcus Fati,LW,West Ham,Ivory Coast,Premier League,Inside Forward
910,Kaoru Zaha,LW,Atletico Madrid,Germany,La Liga,Wide Playmaker
911,Ansu Rashford,LW,Valencia,South Korea,La Liga,Inside Forward
912,Son Mudryk,LW,RB Leipzig,England,Bundesliga,Winger
913,Jack Williams,LW,Napoli,Netherlands,Serie A,Inside Forward
914,Jeremy Leao,LW,Newcastle,Colombia,Premier League,Winger
915,Kaoru Diaz,LW,Real Betis,Brazil,La Liga,Winger
916,Khvicha Martinelli,LW,Real Madrid,Georgia,La Liga,Wide Playmaker
917,Kylian Leao,LW,Inter Milan,Spain,Serie A,Inside Forward
918,Alejandro Junior,LW,Aston Villa,Ukraine,Premier League,Winger
919,Mykhailo Coman,LW,Bayer Leverkusen,Germany,Bundesliga,Inside Forward
920,Alejandro Gakpo,LW,Inter Milan,France,Serie A,Inside Forward
921,Khvicha Zaha,LW,Chelsea,South Korea,Premier League,Inside Forward
922,Jadon Leao,LW,Marseille,South Korea,Ligue 1,Wide Playmaker
923,Jack Gakpo,LW,Atletico Madrid,Japan,La Liga,Winger
924,Kylian Coman,LW,Nice,Germany,Ligue 1,Inside Forward
925,Kaoru Mudryk,LW,Brest,Belgium,Ligue 1,Inside Forward
926,Nico Sancho,LW,RB Leipzig,Colombia,Bundesliga,Winger
927,Mykhailo Grealish,LW,Bayern Munich,Netherlands,Bundesliga,Inside Forward
928,Jack Gakpo,LW,Barcelona,Germany,La Liga,Inside Forward
929,Kylian Garnacho,LW,Lille,England,Ligue 1,Wide Playmaker
930,Marcus Kvaratskhelia,LW,Real Betis,South Korea,La Liga,Winger
931,Wilfried Sancho,LW,Napoli,Ukraine,Serie A,Winger
932,Ansu Garnacho,LW,Girona,England,La Liga,Inside Forward
933,Rafael Kvaratskhelia,LW,Liverpool,South Korea,Premier League,Inside Forward
934,Mykhailo Mitoma,LW,Atletico Madrid,Ukraine,La Liga,Wide Playmaker
935,Vinicius Gakpo,LW,RB Leipzig,France,Bundesliga,Inside Forward
936,Jack Williams,LW,Marseille,Argentina,Ligue 1,Inside Forward
937,Khvicha Fati,LW,Valencia,South Korea,La Liga,Winger
938,Vinicius Grealish,LW,Lyon,Germany,Ligue 1,Wide Playmaker
939,Kylian Heung-min,LW,Stuttgart,England,Bundesliga,Wide Playmaker
940,Gabriel Sancho,LW,Valencia,South Korea,La Liga,Winger
941,Son Fati,LW,Frankfurt,Colombia,Bundesliga,Winger
942,Wilfried Kvaratskhelia,LW,Manchester City,Ivory Coast,Premier League,Inside Forward
943,Cody Gakpo,LW,Frankfurt,Germany,Bundesliga,Inside Forward
944,Cody Doku,LW,Bologna,France,Serie A,Inside Forward
945,Nico Leao,LW,PSG,Belgium,Ligue 1,Winger
946,Kylian Mudryk,LW,Girona,Argentina,La Liga,Winger
947,Marcus Mudryk,LW,Nice,Brazil,Ligue 1,Inside Forward
948,Kingsley Garnacho,LW,AC Milan,Netherlands,Serie A,Winger
949,Cody Coman,LW,Brest,Georgia,Ligue 1,Inside Forward
950,Kingsley Mbappe,LW,West Ham,South Korea,Premier League,Winger
951,Mykhailo Heung-min,LW,Girona,Japan,La Liga,Winger
952,Kaoru Kvaratskhelia,LW,Real Sociedad,Germany,La Liga,Wide Playmaker
953,Wilfried Fati,LW,Lazio,Colombia,Serie A,Winger
954,Harvey Fati,LW,Brighton,Japan,Premier League,Winger
955,Kaoru Gakpo,LW,Barcelona,Georgia,La Liga,Inside Forward
956,Kaoru Mudryk,LW,Bologna,Colombia,Serie A,Wide Playmaker
957,Kylian Coman,LW,Real Madrid,Germany,La Liga,Winger
958,Son Junior,LW,Stuttgart,Spain,Bundesliga,Winger
959,Rafael Grealish,LW,Bologna,Netherlands,Serie A,Inside Forward
960,Luis Junior,LW,RB Leipzig,Colombia,Bundesliga,Wide Playmaker
961,Kaoru Williams,LW,Frankfurt,Georgia,Bundesliga,Inside Forward
962,Marcus Kvaratskhelia,LW,Bayer Leverkusen,Japan,Bundesliga,Wide Playmaker
963,Rafael Coman,LW,Manchester United,France,Premier League,Winger
964,Vinicius Diaz,LW,Brest,Brazil,Ligue 1,Winger
965,Luis Mudryk,LW,Lazio,England,Serie A,Wide Playmaker
966,Cody Kvaratskhelia,LW,Brest,Belgium,Ligue 1,Wide Playmaker
967,Ansu Junior,LW,AC Milan,Ukraine,Serie A,Wide Playmaker
968,Khvicha Zaha,LW,Lazio,Belgium,Serie A,Inside Forward
969,Gabriel Leao,LW,Lazio,Ukraine,Serie A,Wide Playmaker
970,Mykhailo Fati,LW,Athletic Club,South Korea,La Liga,Winger
971,Wilfried Mitoma,LW,Dortmund,Belgium,Bundesliga,Winger
972,Rafael Coman,LW,Real Sociedad,Belgium,La Liga,Winger
973,Vinicius Garnacho,LW,Aston Villa,Ukraine,Premier League,Inside Forward
974,Kingsley Doku,LW,AS Roma,Japan,Serie A,Inside Forward
975,Rafael Junior,LW,Athletic Club,Ukraine,La Liga,Winger
976,Gabriel Doku,LW,Chelsea,England,Premier League,Inside Forward
977,Luis Mitoma,LW,PSG,Spain,Ligue 1,Winger
978,Marcus Diaz,LW,Marseille,England,Ligue 1,Wide Playmaker
979,Kingsley Zaha,LW,AC Milan,France,Serie A,Inside Forward
980,Alejandro Barnes,LW,Bologna,Brazil,Serie A,Winger
981,Jack Grealish,LW,Napoli,Colombia,Serie A,Inside Forward
982,Kylian Garnacho,LW,Bologna,France,Serie A,Inside Forward
983,Ansu Barnes,LW,Manchester City,Argentina,Premier League,Wide Playmaker
984,Nico Fati,LW,Nice,Portugal,Ligue 1,Inside Forward
985,Jeremy Doku,LW,Lyon,Spain,Ligue 1,Winger
986,Gabriel Diaz,LW,Dortmund,Ivory Coast,Bundesliga,Inside Forward
987,Rafael Mbappe,LW,Brest,France,Ligue 1,Winger
988,Kaoru Gakpo,LW,Valencia,England,La Liga,Wide Playmaker
989,Gabriel Leao,LW,Dortmund,Ivory Coast,Bundesliga,Wide Playmaker
990,Alejandro Diaz,LW,AC Milan,Portugal,Serie A,Winger
991,Jadon Barnes,LW,Bayer Leverkusen,France,Bundesliga,Inside Forward
992,Kaoru Mitoma,LW,Lyon,Colombia,Ligue 1,Wide Playmaker
993,Son Kvaratskhelia,LW,Arsenal,South Korea,Premier League,Inside Forward
994,Harvey Diaz,LW,Atletico Madrid,France,La Liga,Wide Playmaker
995,Khvicha Rashford,LW,Dortmund,Portugal,Bundesliga,Winger
996,Kingsley Coman,LW,Brest,Brazil,Ligue 1,Inside Forward
997,Jack Rashford,LW,Frankfurt,Spain,Bundesliga,Wide Playmaker
998,Cody Williams,LW,Aston Villa,Netherlands,Premier League,Wide Playmaker
999,Kingsley Mitoma,LW,Barcelona,Spain,La Liga,Wide Playmaker
1000,Alejandro Sancho,LW,Real Sociedad,Spain,La Liga,Inside Forward
1001,Rafael Mudryk,LW,Bayer Leverkusen,Ivory Coast,Bundesliga,Inside Forward
1002,Rafael Martinelli,LW,Nice,Netherlands,Ligue 1,Winger
1003,Kaoru Sancho,LW,Bologna,Colombia,Serie A,Wide Playmaker
1004,Harvey Mudryk,LW,Valencia,Portugal,La Liga,Wide Playmaker
1005,Luis Junior,LW,Brighton,Argentina,Premier League,Inside Forward
1006,Kylian Junior,LW,Manchester City,Colombia,Premier League,Winger
1007,Jack Coman,LW,Real Betis,Colombia,La Liga,Winger
1008,Cody Junior,LW,Inter Milan,Japan,Serie A,Inside Forward
1009,Marcus Fati,LW,Brighton,Belgium,Premier League,Winger
1010,Alejandro Mbappe,LW,Frankfurt,Colombia,Bundesliga,Inside Forward
1011,Vinicius Zaha,LW,Nice,Netherlands,Ligue 1,Winger
1012,Jeremy Mudryk,LW,Real Sociedad,Portugal,La Liga,Winger
1013,Cody Heung-min,LW,Real Sociedad,Brazil,La Liga,Inside Forward
1014,Nico Martinelli,LW,Bologna,Georgia,Serie A,Wide Playmaker
1015,Jack Mudryk,LW,Inter Milan,England,Serie A,Inside Forward
1016,Khvicha Martinelli,LW,Manchester United,South Korea,Premier League,Wide Playmaker
1017,Son Diaz,LW,Dortmund,England,Bundesliga,Inside Forward
1018,Son Garnacho,LW,PSG,Brazil,Ligue 1,Winger
1019,Kaoru Junior,LW,Arsenal,Georgia,Premier League,Winger
1020,Son Diaz,LW,Frankfurt,Ukraine,Bundesliga,Inside Forward
1021,Vinicius Fati,LW,West Ham,Japan,Premier League,Wide Playmaker
1022,Khvicha Leao,LW,Manchester United,France,Premier League,Wide Playmaker
1023,Khvicha Mitoma,LW,Atalanta,Spain,Serie A,Inside Forward
1024,Vinicius Garnacho,LW,Liverpool,Portugal,Premier League,Wide Playmaker
1025,Harvey Diaz,LW,AS Roma,Georgia,Serie A,Winger
1026,Jack Martinelli,LW,Marseille,Argentina,Ligue 1,Inside Forward
1027,Vinicius Barnes,LW,Tottenham,Argentina,Premier League,Inside Forward
1028,Khvicha Diaz,LW,Real Sociedad,Georgia,La Liga,Inside Forward
1029,Jeremy Diaz,LW,Juventus,Germany,Serie A,Wide Playmaker
1030,Khvicha Grealish,LW,Tottenham,Spain,Premier League,Winger
1031,Marcus Mudryk,LW,Brest,France,Ligue 1,Inside Forward
1032,Kylian Rashford,LW,Athletic Club,Ukraine,La Liga,Wide Playmaker
1033,Rafael Junior,LW,Brest,England,Ligue 1,Wide Playmaker
1034,Gabriel Barnes,LW,Bayern Munich,Brazil,Bundesliga,Inside Forward
1035,Jack Sancho,LW,Girona,Georgia,La Liga,Inside Forward
1036,Son Martinelli,LW,Chelsea,Spain,Premier League,Winger
1037,Kaoru Grealish,LW,Liverpool,England,Premier League,Wide Playmaker
1038,Luis Rashford,LW,Lyon,Brazil,Ligue 1,Winger
1039,Mykhailo Barnes,LW,Real Betis,Germany,La Liga,Winger
1040,Jeremy Gakpo,LW,Barcelona,Argentina,La Liga,Wide Playmaker
1041,Gabriel Garnacho,LW,AC Milan,Georgia,Serie A,Winger
1042,Kylian Martinelli,LW,Dortmund,Germany,Bundesliga,Wide Playmaker
1043,Jadon Martinelli,LW,PSG,Colombia,Ligue 1,Inside Forward
1044,Mykhailo Junior,LW,Real Madrid,England,La Liga,Winger
1045,Harvey Kvaratskhelia,LW,Valencia,Portugal,La Liga,Wide Playmaker
1046,Vinicius Mbappe,LW,Lazio,Colombia,Serie A,Wide Playmaker
1047,Ansu Garnacho,LW,Lyon,Ivory Coast,Ligue 1,Wide Playmaker
1048,Jadon Zaha,LW,Tottenham,Brazil,Premier League,Wide Playmaker
1049,Jadon Martinelli,LW,AS Roma,South Korea,Serie A,Winger
1050,Nico Rashford,LW,Stuttgart,Portugal,Bundesliga,Winger
1051,Rafael Coman,LW,Brest,Argentina,Ligue 1,Winger
1052,Gabriel Zaha,LW,West Ham,Colombia,Premier League,Winger
1053,Jadon Leao,LW,Juventus,South Korea,Serie A,Inside Forward
1054,Son Williams,LW,Bologna,Portugal,Serie A,Wide Playmaker
1055,Wilfried Sancho,LW,Arsenal,South Korea,Premier League,Inside Forward
1056,Marcus Grealish,LW,Tottenham,Netherlands,Premier League,Inside Forward
1057,Kingsley Barnes,LW,Stuttgart,Portugal,Bundesliga,Wide Playmaker
1058,Gabriel Mbappe,LW,Juventus,Portugal,Serie A,Wide Playmaker
1059,Marcus Heung-min,LW,Dortmund,South Korea,Bundesliga,Inside Forward
1060,Alejandro Doku,LW,Bayern Munich,Colombia,Bundesliga,Inside Forward
1061,Wilfried Garnacho,LW,Monaco,France,Ligue 1,Winger
1062,Gabriel Doku,LW,Newcastle,Belgium,Premier League,Wide Playmaker
1063,Vinicius Coman,LW,Stuttgart,France,Bundesliga,Inside Forward
1064,Vinicius Doku,LW,Frankfurt,Ukraine,Bundesliga,Winger
1065,Jadon Barnes,LW,AS Roma,Netherlands,Serie A,Wide Playmaker
1066,Son Leao,LW,Frankfurt,South Korea,Bundesliga,Winger
1067,Mykhailo Zaha,LW,AS Roma,Japan,Serie A,Inside Forward
1068,Jeremy Williams,LW,Tottenham,Ivory Coast,Premier League,Inside Forward
1069,Ansu Gakpo,LW,Inter Milan,Ivory Coast,Serie A,Winger
1070,Kingsley Junior,LW,Juventus,Belgium,Serie A,Wide Playmaker
1071,Cody Fati,LW,Brest,Netherlands,Ligue 1,Winger
1072,Ansu Mudryk,LW,Lazio,Spain,Serie A,Wide Playmaker
1073,Wilfried Leao,LW,Bayern Munich,Belgium,Bundesliga,Wide Playmaker
1074,Gabriel Coman,LW,Bologna,Colombia,Serie A,Winger
1075,Jack Kvaratskhelia,LW,Manchester United,England,Premier League,Winger
1076,Khvicha Leao,LW,Atletico Madrid,Ukraine,La Liga,Winger
1077,Nico Garnacho,LW,Manchester United,Brazil,Premier League,Winger
1078,Kingsley Zaha,LW,Frankfurt,Argentina,Bundesliga,Inside Forward
1079,Nico Heung-min,LW,Monaco,Brazil,Ligue 1,Winger
1080,Wilfried Martinelli,LW,Lille,Argentina,Ligue 1,Wide Playmaker
1081,Luis Mbappe,LW,PSG,Colombia,Ligue 1,Inside Forward
1082,Kylian Fati,LW,Frankfurt,South Korea,Bundesliga,Wide Playmaker
1083,Jadon Doku,LW,Lille,Georgia,Ligue 1,Inside Forward
1084,Harvey Sancho,LW,Athletic Club,Colombia,La Liga,Wide Playmaker
1085,Gabriel Martinelli,LW,Newcastle,Colombia,Premier League,Inside Forward
1086,Harvey Kvaratskhelia,LW,Marseille,Belgium,Ligue 1,Inside Forward
1087,Vinicius Williams,LW,Real Madrid,Colombia,La Liga,Inside Forward
1088,Jack Williams,LW,Aston Villa,Georgia,Premier League,Wide Playmaker
1089,Son Barnes,LW,Newcastle,Argentina,Premier League,Inside Forward
1090,Nico Barnes,LW,Valencia,Georgia,La Liga,Winger
1091,Marcus Martinelli,LW,Barcelona,France,La Liga,Winger
1092,Rafael Gakpo,LW,Atletico Madrid,Japan,La Liga,Wide Playmaker
1093,Luis Garnacho,LW,AS Roma,France,Serie A,Inside Forward
1094,Luis Williams,LW,Marseille,Georgia,Ligue 1,Wide Playmaker
1095,Rafael Martinelli,LW,Stuttgart,Ukraine,Bundesliga,Wide Playmaker
1096,Kingsley Martinelli,LW,AS Roma,Brazil,Serie A,Winger
1097,Mykhailo Mbappe,LW,Manchester United,Japan,Premier League,Wide Playmaker
1098,Jeremy Gakpo,LW,PSG,Japan,Ligue 1,Inside Forward
1099,Kingsley Sancho,LW,AC Milan,Colombia,Serie A,Inside Forward
1100,Khvicha Fati,LW,Athletic Club,France,La Liga,Winger
