Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
736,Brahim Fernandes,CAM,Real Sociedad,Uruguay,La Liga,Shadow Striker
737,Eberechi Dybala,CAM,Valencia,Uruguay,La Liga,Playmaker
738,Christopher Maddison,CAM,Nice,Japan,Ligue 1,Playmaker
739,Florian Alvarez,CAM,Bologna,Netherlands,Serie A,Half Winger
740,Dani Kubo,CAM,AC Milan,South Korea,Serie A,Classic 10
741,James Fernandes,CAM,Barcelona,England,La Liga,Classic 10
742,Mason Kang-in,CAM,AS Roma,Brazil,Serie A,Classic 10
743,Florian Alvarez,CAM,West Ham,Germany,Premier League,Playmaker
744,Mason Guler,CAM,Lille,South Korea,Ligue 1,Classic 10
745,Cole Szoboszlai,CAM,Bayern Munich,Japan,Bundesliga,Shadow Striker
746,Christopher Foden,CAM,Frankfurt,Argentina,Bundesliga,Playmaker
747,Cole Dybala,CAM,Dortmund,Uruguay,Bundesliga,Shadow Striker
748,Lee Nkunku,CAM,Valencia,Spain,La Liga,Classic 10
749,Julian Dybala,CAM,Bayern Munich,Brazil,Bundesliga,Shadow Striker
750,Eberechi Kang-in,CAM,Bologna,Uruguay,Serie A,Half Winger
751,Brahim Diaz,CAM,Girona,Portugal,La Liga,Classic 10
752,Martin Alvarez,CAM,Girona,Argentina,La Liga,Playmaker
753,Takefusa Dybala,CAM,AS Roma,South Korea,Serie A,Shadow Striker
754,James Simons,CAM,Stuttgart,Japan,Bundesliga,Playmaker
755,Paulo Mount,CAM,Athletic Club,Norway,La Liga,Classic 10
756,Phil Gibbs-White,CAM,Dortmund,Portugal,Bundesliga,Classic 10
757,Takefusa Kubo,CAM,Monaco,South Korea,Ligue 1,Playmaker
758,Takefusa Alvarez,CAM,Stuttgart,Turkey,Bundesliga,Classic 10
759,Dani Szoboszlai,CAM,RB Leipzig,Morocco,Bundesliga,Half Winger
760,Dominik Odegaard,CAM,AC Milan,Morocco,Serie A,Shadow Striker
761,Morgan Odegaard,CAM,Liverpool,Brazil,Premier League,Playmaker
762,Dominik Olmo,CAM,Frankfurt,Brazil,Bundesliga,Half Winger
763,Julian Nkunku,CAM,Lazio,Portugal,Serie A,Playmaker
764,Martin Alvarez,CAM,Bologna,Turkey,Serie A,Shadow Striker
765,Brahim Foden,CAM,Lyon,Portugal,Ligue 1,Shadow Striker
766,Jamal Eze,CAM,Bayer Leverkusen,France,Bundesliga,Shadow Striker
767,Mason Kubo,CAM,Tottenham,Germany,Premier League,Half Winger
768,Paulo Alvarez,CAM,PSG,Japan,Ligue 1,Playmaker
769,Arda Olmo,CAM,Arsenal,Spain,Premier League,Classic 10
770,Jamal Palmer,CAM,Atletico Madrid,France,La Liga,Shadow Striker
771,Eberechi Foden,CAM,Athletic Club,Morocco,La Liga,Shadow Striker
772,Lee Maddison,CAM,Girona,South Korea,La Liga,Half Winger
773,Martin Odegaard,CAM,RB Leipzig,Uruguay,Bundesliga,Playmaker
774,Phil Kang-in,CAM,Liverpool,Colombia,Premier League,Shadow Striker
775,Brahim Szoboszlai,CAM,Stuttgart,Uruguay,Bundesliga,Half Winger
776,Martin Fernandes,CAM,Valencia,Netherlands,La Liga,Classic 10
777,Lee Diaz,CAM,AC Milan,France,Serie A,Playmaker
778,Cole Kubo,CAM,AC Milan,Norway,Serie A,Half Winger
779,Mason Nkunku,CAM,Brest,Argentina,Ligue 1,Classic 10
780,Bruno Foden,CAM,Tottenham,Turkey,Premier League,Playmaker
781,Phil Kubo,CAM,Valencia,Germany,La Liga,Playmaker
782,Morgan Szoboszlai,CAM,Arsenal,England,Premier League,Playmaker
783,Xavi Szoboszlai,CAM,Brest,France,Ligue 1,Classic 10
784,Bruno Simons,CAM,Athletic Club,Morocco,La Liga,Classic 10
785,Takefusa Kang-in,CAM,Aston Villa,Colombia,Premier League,Half Winger
786,Jamal Kubo,CAM,Juventus,England,Serie A,Classic 10
787,Xavi Guler,CAM,Bayern Munich,Colombia,Bundesliga,Classic 10
788,Xavi Maddison,CAM,Real Sociedad,Brazil,La Liga,Classic 10
789,James Eze,CAM,Manchester United,Morocco,Premier League,Half Winger
790,Eberechi Gibbs-White,CAM,Napoli,Turkey,Serie A,Playmaker
791,Phil Eze,CAM,Dortmund,Morocco,Bundesliga,Classic 10
792,Arda Foden,CAM,Girona,France,La Liga,Half Winger
793,Florian Fernandes,CAM,Manchester United,Netherlands,Premier League,Playmaker
794,Xavi Guler,CAM,Barcelona,France,La Liga,Shadow Striker
795,Takefusa Olmo,CAM,Barcelona,Germany,La Liga,Half Winger
796,Lee Szoboszlai,CAM,Bologna,Turkey,Serie A,Playmaker
797,Xavi Gibbs-White,CAM,Lyon,Colombia,Ligue 1,Shadow Striker
798,Cole Dybala,CAM,PSG,South Korea,Ligue 1,Half Winger
799,Dani Musiala,CAM,Bayern Munich,France,Bundesliga,Shadow Striker
800,Dominik Eze,CAM,Real Sociedad,Portugal,La Liga,Playmaker
801,Lee Kang-in,CAM,Stuttgart,Japan,Bundesliga,Playmaker
802,Bruno Szoboszlai,CAM,Juventus,South Korea,Serie A,Shadow Striker
803,Morgan Diaz,CAM,Napoli,Norway,Serie A,Shadow Striker
804,Eberechi Wirtz,CAM,Tottenham,Portugal,Premier League,Shadow Striker
805,Mason Musiala,CAM,Barcelona,Germany,La Liga,Half Winger
806,Xavi Kang-in,CAM,Chelsea,Norway,Premier League,Classic 10
807,Dani Kubo,CAM,RB Leipzig,Portugal,Bundesliga,Classic 10
808,Jamal Kubo,CAM,Real Betis,Brazil,La Liga,Classic 10
809,Florian Diaz,CAM,Arsenal,Germany,Premier League,Half Winger
810,Phil Wirtz,CAM,Manchester City,Norway,Premier League,Classic 10
811,Bruno Olmo,CAM,AS Roma,Turkey,Serie A,Classic 10
812,James Wirtz,CAM,Girona,Turkey,La Liga,Shadow Striker
813,Phil Mount,CAM,RB Leipzig,Portugal,Bundesliga,Classic 10
814,Christopher Wirtz,CAM,Brest,Brazil,Ligue 1,Shadow Striker
815,Jamal Guler,CAM,Monaco,Norway,Ligue 1,Shadow Striker
816,Takefusa Szoboszlai,CAM,Brest,Turkey,Ligue 1,Playmaker
817,Julian Dybala,CAM,Stuttgart,Brazil,Bundesliga,Shadow Striker
818,Arda Gibbs-White,CAM,AC Milan,Japan,Serie A,Shadow Striker
819,Florian Maddison,CAM,Atletico Madrid,Germany,La Liga,Shadow Striker
820,Dani Diaz,CAM,Real Sociedad,France,La Liga,Classic 10
821,Bruno Dybala,CAM,Athletic Club,Turkey,La Liga,Half Winger
822,Phil Szoboszlai,CAM,Lille,Turkey,Ligue 1,Shadow Striker
823,Takefusa Kubo,CAM,Manchester United,France,Premier League,Shadow Striker
824,Dominik Palmer,CAM,Dortmund,France,Bundesliga,Playmaker
825,Dominik Palmer,CAM,Tottenham,Germany,Premier League,Shadow Striker
826,Arda Eze,CAM,Lille,Turkey,Ligue 1,Playmaker
827,Brahim Alvarez,CAM,Bayer Leverkusen,England,Bundesliga,Classic 10
828,Arda Eze,CAM,Brighton,Turkey,Premier League,Playmaker
829,Lee Mount,CAM,Valencia,Germany,La Liga,Classic 10
830,Christopher Dybala,CAM,Manchester City,Spain,Premier League,Classic 10
831,Brahim Dybala,CAM,Marseille,Japan,Ligue 1,Playmaker
832,James Mount,CAM,Marseille,Brazil,Ligue 1,Classic 10
833,Christopher Gibbs-White,CAM,Manchester City,Germany,Premier League,Half Winger
834,Christopher Szoboszlai,CAM,Dortmund,Morocco,Bundesliga,Half Winger
835,Lee Musiala,CAM,Lille,Morocco,Ligue 1,Playmaker
836,Dominik Olmo,CAM,Real Madrid,Spain,La Liga,Playmaker
837,Julian Kubo,CAM,Lille,Spain,Ligue 1,Shadow Striker
838,Martin Alvarez,CAM,Marseille,France,Ligue 1,Playmaker
839,Morgan Dybala,CAM,Newcastle,Turkey,Premier League,Half Winger
840,Julian Olmo,CAM,Brighton,Germany,Premier League,Half Winger
841,Christopher Guler,CAM,Aston Villa,South Korea,Premier League,Shadow Striker
842,Jamal Nkunku,CAM,Lille,Japan,Ligue 1,Shadow Striker
843,Phil Nkunku,CAM,Real Madrid,France,La Liga,Shadow Striker
844,Florian Kang-in,CAM,Stuttgart,South Korea,Bundesliga,Half Winger
845,Arda Foden,CAM,Barcelona,Norway,La Liga,Shadow Striker
846,Julian Kubo,CAM,Bayer Leverkusen,Germany,Bundesliga,Half Winger
847,Mason Gibbs-White,CAM,Liverpool,England,Premier League,Playmaker
848,Jamal Odegaard,CAM,Real Madrid,Spain,La Liga,Shadow Striker
849,Eberechi Musiala,CAM,Bologna,Turkey,Serie A,Shadow Striker
850,Florian Szoboszlai,CAM,Newcastle,Colombia,Premier League,Shadow Striker
851,Xavi Guler,CAM,Lazio,Turkey,Serie A,Half Winger
852,Jamal Palmer,CAM,Marseille,Brazil,Ligue 1,Shadow Striker
853,Arda Odegaard,CAM,AS Roma,Norway,Serie A,Half Winger
854,Julian Maddison,CAM,Newcastle,Turkey,Premier League,Playmaker
855,Morgan Gibbs-White,CAM,Bologna,Turkey,Serie A,Shadow Striker
856,Christopher Dybala,CAM,Bologna,England,Serie A,Classic 10
857,Brahim Mount,CAM,Bologna,Argentina,Serie A,Half Winger
858,Morgan Palmer,CAM,West Ham,Netherlands,Premier League,Playmaker
859,Xavi Dybala,CAM,Inter Milan,Morocco,Serie A,Shadow Striker
860,Dominik Gibbs-White,CAM,Brest,Colombia,Ligue 1,Half Winger
861,Morgan Musiala,CAM,Lazio,Norway,Serie A,Classic 10
862,Dominik Gibbs-White,CAM,Liverpool,Norway,Premier League,Playmaker
863,Eberechi Dybala,CAM,Girona,Colombia,La Liga,Half Winger
864,Arda Musiala,CAM,Athletic Club,Portugal,La Liga,Shadow Striker
865,Eberechi Diaz,CAM,AS Roma,Netherlands,Serie A,Playmaker
866,Morgan Guler,CAM,Nice,Germany,Ligue 1,Shadow Striker
867,Paulo Mount,CAM,Barcelona,Uruguay,La Liga,Half Winger
868,Mason Alvarez,CAM,Real Sociedad,Turkey,La Liga,Playmaker
869,Martin Eze,CAM,Bayern Munich,Portugal,Bundesliga,Playmaker
870,Takefusa Wirtz,CAM,Brighton,England,Premier League,Playmaker
871,Christopher Eze,CAM,Girona,Turkey,La Liga,Classic 10
872,James Kang-in,CAM,Chelsea,Colombia,Premier League,Classic 10
873,Brahim Maddison,CAM,Athletic Club,France,La Liga,Shadow Striker
874,Lee Eze,CAM,Monaco,France,Ligue 1,Half Winger
875,Xavi Diaz,CAM,Real Betis,Colombia,La Liga,Half Winger
876,Florian Kubo,CAM,Girona,South Korea,La Liga,Playmaker
877,James Odegaard,CAM,AS Roma,Brazil,Serie A,Playmaker
878,Dani Musiala,CAM,Manchester City,Turkey,Premier League,Shadow Striker
879,Arda Maddison,CAM,Lille,England,Ligue 1,Half Winger
880,Cole Gibbs-White,CAM,Lazio,France,Serie A,Playmaker
881,Bruno Nkunku,CAM,Chelsea,Colombia,Premier League,Playmaker
882,Xavi Kang-in,CAM,Athletic Club,England,La Liga,Classic 10
883,Phil Olmo,CAM,Aston Villa,Netherlands,Premier League,Shadow Striker
884,Cole Mount,CAM,West Ham,France,Premier League,Shadow Striker
885,Paulo Fernandes,CAM,Marseille,France,Ligue 1,Classic 10
886,Mason Kubo,CAM,Real Madrid,England,La Liga,Half Winger
887,Florian Kang-in,CAM,Real Sociedad,Japan,La Liga,Playmaker
888,Christopher Palmer,CAM,RB Leipzig,Uruguay,Bundesliga,Half Winger
889,Christopher Olmo,CAM,Lazio,Brazil,Serie A,Shadow Striker
890,Paulo Maddison,CAM,Tottenham,Spain,Premier League,Shadow Striker
891,Christopher Kubo,CAM,PSG,Argentina,Ligue 1,Half Winger
892,Christopher Gibbs-White,CAM,West Ham,Uruguay,Premier League,Classic 10
893,Dani Kubo,CAM,Lazio,Turkey,Serie A,Half Winger
894,Mason Alvarez,CAM,Stuttgart,Morocco,Bundesliga,Shadow Striker
895,Bruno Mount,CAM,Brest,Colombia,Ligue 1,Shadow Striker
896,Eberechi Maddison,CAM,AC Milan,Germany,Serie A,Classic 10
897,Lee Olmo,CAM,Marseille,Colombia,Ligue 1,Half Winger
898,Cole Nkunku,CAM,Brest,Japan,Ligue 1,Playmaker
899,Brahim Dybala,CAM,Lille,Norway,Ligue 1,Playmaker
900,Arda Nkunku,CAM,Bologna,Germany,Serie A,Shadow Striker
901,Bruno Gibbs-White,CAM,Bayer Leverkusen,Japan,Bundesliga,Playmaker
902,Jamal Kubo,CAM,Liverpool,Turkey,Premier League,Classic 10
903,Dominik Wirtz,CAM,Manchester City,Netherlands,Premier League,Half Winger
904,Florian Foden,CAM,Lazio,South Korea,Serie A,Classic 10
905,Takefusa Alvarez,CAM,AC Milan,Uruguay,Serie A,Shadow Striker
906,Dani Foden,CAM,Monaco,Argentina,Ligue 1,Half Winger
907,Takefusa Maddison,CAM,PSG,France,Ligue 1,Shadow Striker
908,Julian Fernandes,CAM,RB Leipzig,Spain,Bundesliga,Classic 10
909,Brahim Nkunku,CAM,Lazio,Netherlands,Serie A,Half Winger
910,Dominik Alvarez,CAM,Valencia,Netherlands,La Liga,Playmaker
911,Julian Nkunku,CAM,Nice,Japan,Ligue 1,Shadow Striker
912,Arda Mount,CAM,Stuttgart,Japan,Bundesliga,Half Winger
913,Christopher Gibbs-White,CAM,Monaco,Brazil,Ligue 1,Playmaker
914,Christopher Szoboszlai,CAM,Atletico Madrid,England,La Liga,Playmaker
915,Julian Foden,CAM,Manchester City,Netherlands,Premier League,Half Winger
916,Dominik Kubo,CAM,Lyon,Japan,Ligue 1,Playmaker
917,Christopher Dybala,CAM,Lille,Morocco,Ligue 1,Playmaker
918,Jamal Palmer,CAM,Real Madrid,Spain,La Liga,Shadow Striker
919,Martin Mount,CAM,West Ham,Colombia,Premier League,Playmaker
920,Jamal Kang-in,CAM,Juventus,Argentina,Serie A,Half Winger
921,Paulo Wirtz,CAM,Bayern Munich,Brazil,Bundesliga,Shadow Striker
922,Dani Eze,CAM,Dortmund,Spain,Bundesliga,Shadow Striker
923,Arda Palmer,CAM,Brest,South Korea,Ligue 1,Half Winger
924,Jamal Diaz,CAM,Atalanta,Turkey,Serie A,Playmaker
925,Dani Gibbs-White,CAM,AC Milan,Japan,Serie A,Shadow Striker
926,Takefusa Musiala,CAM,PSG,England,Ligue 1,Playmaker
927,Florian Palmer,CAM,RB Leipzig,Morocco,Bundesliga,Playmaker
928,Cole Eze,CAM,Atalanta,Portugal,Serie A,Playmaker
929,Cole Kubo,CAM,Lazio,Argentina,Serie A,Classic 10
930,Arda Nkunku,CAM,Arsenal,South Korea,Premier League,Half Winger
931,Phil Diaz,CAM,Girona,Norway,La Liga,Playmaker
932,Mason Alvarez,CAM,Athletic Club,England,La Liga,Half Winger
933,Cole Musiala,CAM,Brest,Germany,Ligue 1,Classic 10
934,Julian Nkunku,CAM,Juventus,Netherlands,Serie A,Half Winger
935,Lee Kubo,CAM,Newcastle,Turkey,Premier League,Half Winger
936,Phil Palmer,CAM,Girona,Japan,La Liga,Shadow Striker
937,Jamal Maddison,CAM,Bayern Munich,Brazil,Bundesliga,Playmaker
938,Cole Guler,CAM,Valencia,Colombia,La Liga,Half Winger
939,Paulo Kubo,CAM,Aston Villa,Portugal,Premier League,Half Winger
940,Bruno Fernandes,CAM,Inter Milan,Norway,Serie A,Playmaker
941,Dani Foden,CAM,PSG,England,Ligue 1,Half Winger
942,Morgan Eze,CAM,Newcastle,Turkey,Premier League,Shadow Striker
943,Xavi Kang-in,CAM,Manchester City,Uruguay,Premier League,Half Winger
944,Arda Alvarez,CAM,Lyon,South Korea,Ligue 1,Shadow Striker
945,Brahim Alvarez,CAM,Monaco,Brazil,Ligue 1,Shadow Striker
946,Julian Guler,CAM,RB Leipzig,Portugal,Bundesliga,Playmaker
947,Lee Kang-in,CAM,Valencia,Morocco,La Liga,Half Winger
948,Dominik Kang-in,CAM,Manchester City,Spain,Premier League,Shadow Striker
949,Arda Mount,CAM,Inter Milan,Spain,Serie A,Playmaker
950,Arda Olmo,CAM,Lille,Spain,Ligue 1,Playmaker
951,Eberechi Diaz,CAM,Monaco,South Korea,Ligue 1,Half Winger
952,Florian Guler,CAM,AS Roma,Uruguay,Serie A,Half Winger
953,Paulo Musiala,CAM,Real Madrid,England,La Liga,Classic 10
954,Morgan Simons,CAM,Girona,Portugal,La Liga,Classic 10
955,Cole Nkunku,CAM,Juventus,Germany,Serie A,Classic 10
956,James Musiala,CAM,Barcelona,Argentina,La Liga,Playmaker
957,Mason Wirtz,CAM,Frankfurt,Germany,Bundesliga,Classic 10
958,Cole Gibbs-White,CAM,AC Milan,Turkey,Serie A,Playmaker
959,Xavi Wirtz,CAM,Dortmund,Morocco,Bundesliga,Classic 10
960,Dominik Kubo,CAM,Newcastle,France,Premier League,Playmaker
961,Xavi Diaz,CAM,Nice,Morocco,Ligue 1,Playmaker
962,Morgan Kang-in,CAM,West Ham,Colombia,Premier League,Playmaker
963,Cole Kang-in,CAM,Bayern Munich,Colombia,Bundesliga,Half Winger
964,Arda Wirtz,CAM,Brighton,England,Premier League,Classic 10
965,Bruno Eze,CAM,Nice,England,Ligue 1,Playmaker
966,Paulo Eze,CAM,Arsenal,South Korea,Premier League,Shadow Striker
967,Dominik Wirtz,CAM,Inter Milan,South Korea,Serie A,Playmaker
968,Eberechi Diaz,CAM,West Ham,Brazil,Premier League,Shadow Striker
969,Morgan Szoboszlai,CAM,Marseille,Argentina,Ligue 1,Half Winger
970,Morgan Maddison,CAM,Girona,Spain,La Liga,Shadow Striker
971,Takefusa Gibbs-White,CAM,Atletico Madrid,England,La Liga,Half Winger
972,Florian Wirtz,CAM,Bayer Leverkusen,Netherlands,Bundesliga,Half Winger
973,Cole Guler,CAM,Atalanta,South Korea,Serie A,Shadow Striker
974,Martin Nkunku,CAM,Lille,England,Ligue 1,Classic 10
975,Julian Gibbs-White,CAM,Dortmund,Morocco,Bundesliga,Half Winger
976,Eberechi Nkunku,CAM,Brighton,Germany,Premier League,Playmaker
977,Arda Gibbs-White,CAM,Lazio,South Korea,Serie A,Half Winger
978,Bruno Fernandes,CAM,Frankfurt,Netherlands,Bundesliga,Playmaker
979,Dominik Odegaard,CAM,Real Sociedad,Argentina,La Liga,Shadow Striker
980,Dani Foden,CAM,AC Milan,Morocco,Serie A,Half Winger
981,Bruno Kubo,CAM,AS Roma,Norway,Serie A,Shadow Striker
982,Mason Nkunku,CAM,Dortmund,Turkey,Bundesliga,Classic 10
983,Brahim Gibbs-White,CAM,Liverpool,Japan,Premier League,Half Winger
984,Christopher Dybala,CAM,Manchester City,Colombia,Premier League,Playmaker
985,Paulo Guler,CAM,Dortmund,France,Bundesliga,Half Winger
986,Eberechi Guler,CAM,Nice,South Korea,Ligue 1,Classic 10
987,Bruno Gibbs-White,CAM,Bologna,South Korea,Serie A,Playmaker
988,Florian Nkunku,CAM,Marseille,Colombia,Ligue 1,Shadow Striker
989,Xavi Simons,CAM,Real Betis,Germany,La Liga,Playmaker
990,Arda Palmer,CAM,West Ham,Netherlands,Premier League,Classic 10
991,Florian Nkunku,CAM,Girona,Germany,La Liga,Classic 10
992,Lee Mount,CAM,West Ham,Spain,Premier League,Playmaker
993,Dominik Nkunku,CAM,Valencia,Norway,La Liga,Shadow Striker
994,Brahim Dybala,CAM,Girona,Colombia,La Liga,Playmaker
995,Christopher Alvarez,CAM,Liverpool,England,Premier League,Classic 10
996,Jamal Kang-in,CAM,Arsenal,Netherlands,Premier League,Half Winger
997,Martin Szoboszlai,CAM,Brighton,France,Premier League,Classic 10
998,Bruno Guler,CAM,Marseille,Uruguay,Ligue 1,Shadow Striker
999,James Dybala,CAM,RB Leipzig,Portugal,Bundesliga,Playmaker
1000,Eberechi Mount,CAM,Arsenal,Turkey,Premier League,Classic 10
1001,Dani Gibbs-White,CAM,Athletic Club,Turkey,La Liga,Shadow Striker
1002,Paulo Diaz,CAM,Dortmund,Morocco,Bundesliga,Shadow Striker
1003,Florian Palmer,CAM,Dortmund,Uruguay,Bundesliga,Playmaker
1004,Dominik Palmer,CAM,Bayern Munich,Morocco,Bundesliga,Playmaker
1005,Takefusa Nkunku,CAM,Manchester United,Portugal,Premier League,Half Winger
1006,Martin Mount,CAM,Frankfurt,Portugal,Bundesliga,Shadow Striker
1007,Martin Eze,CAM,Tottenham,France,Premier League,Playmaker
1008,Cole Kubo,CAM,PSG,Brazil,Ligue 1,Shadow Striker
1009,Takefusa Kang-in,CAM,Girona,Netherlands,La Liga,Classic 10
1010,Cole Palmer,CAM,Nice,Colombia,Ligue 1,Playmaker
1011,Florian Olmo,CAM,Liverpool,Japan,Premier League,Half Winger
1012,Bruno Olmo,CAM,Liverpool,Turkey,Premier League,Shadow Striker
1013,Takefusa Simons,CAM,Manchester United,South Korea,Premier League,Shadow Striker
1014,Jamal Foden,CAM,Stuttgart,Germany,Bundesliga,Shadow Striker
1015,Christopher Foden,CAM,Bologna,Brazil,Serie A,Playmaker
1016,Morgan Simons,CAM,Brighton,Spain,Premier League,Classic 10
1017,Paulo Fernandes,CAM,Newcastle,Portugal,Premier League,Classic 10
1018,Bruno Kang-in,CAM,Manchester City,South Korea,Premier League,Half Winger
1019,Morgan Guler,CAM,Inter Milan,England,Serie A,Classic 10
1020,Jamal Simons,CAM,Atletico Madrid,Colombia,La Liga,Half Winger
1021,Cole Alvarez,CAM,Lazio,Brazil,Serie A,Classic 10
1022,Xavi Guler,CAM,Frankfurt,Spain,Bundesliga,Classic 10
1023,Eberechi Diaz,CAM,Manchester City,Norway,Premier League,Classic 10
1024,Brahim Wirtz,CAM,Stuttgart,Netherlands,Bundesliga,Shadow Striker
1025,Takefusa Guler,CAM,Dortmund,Morocco,Bundesliga,Playmaker
1026,Phil Eze,CAM,Manchester City,Spain,Premier League,Classic 10
1027,Lee Odegaard,CAM,PSG,Netherlands,Ligue 1,Shadow Striker
1028,Xavi Alvarez,CAM,AC Milan,Morocco,Serie A,Playmaker
1029,Arda Guler,CAM,PSG,Turkey,Ligue 1,Half Winger
1030,Dani Palmer,CAM,Marseille,France,Ligue 1,Shadow Striker
1031,Xavi Dybala,CAM,Marseille,Turkey,Ligue 1,Shadow Striker
1032,Dani Gibbs-White,CAM,Real Madrid,Turkey,La Liga,Playmaker
1033,Dominik Gibbs-White,CAM,Monaco,Morocco,Ligue 1,Half Winger
1034,James Guler,CAM,Brest,Brazil,Ligue 1,Half Winger
1035,Morgan Fernandes,CAM,Bayern Munich,Colombia,Bundesliga,Playmaker
1036,Lee Foden,CAM,Bologna,England,Serie A,Shadow Striker
1037,Phil Szoboszlai,CAM,Atletico Madrid,Norway,La Liga,Shadow Striker
1038,Xavi Palmer,CAM,Bayern Munich,Japan,Bundesliga,Shadow Striker
1039,Xavi Szoboszlai,CAM,Girona,Argentina,La Liga,Shadow Striker
1040,Takefusa Diaz,CAM,AC Milan,Turkey,Serie A,Playmaker
1041,Xavi Gibbs-White,CAM,Bayer Leverkusen,Uruguay,Bundesliga,Playmaker
1042,Florian Kang-in,CAM,Marseille,Portugal,Ligue 1,Shadow Striker
1043,James Diaz,CAM,Stuttgart,England,Bundesliga,Half Winger
1044,Phil Szoboszlai,CAM,Bayern Munich,Spain,Bundesliga,Half Winger
1045,Eberechi Musiala,CAM,RB Leipzig,Uruguay,Bundesliga,Shadow Striker
1046,Julian Odegaard,CAM,Real Sociedad,Netherlands,La Liga,Classic 10
1047,Takefusa Fernandes,CAM,Atalanta,Argentina,Serie A,Playmaker
1048,Paulo Simons,CAM,Napoli,Turkey,Serie A,Half Winger
1049,Paulo Alvarez,CAM,Real Betis,Morocco,La Liga,Classic 10
1050,Takefusa Nkunku,CAM,Bayern Munich,Netherlands,Bundesliga,Half Winger
1051,Florian Foden,CAM,Dortmund,Morocco,Bundesliga,Shadow Striker
1052,Xavi Olmo,CAM,Atletico Madrid,Argentina,La Liga,Classic 10
1053,Julian Alvarez,CAM,Atalanta,Germany,Serie A,Shadow Striker
1054,Cole Maddison,CAM,Atletico Madrid,Portugal,La Liga,Classic 10
1055,Florian Wirtz,CAM,Real Sociedad,Morocco,La Liga,Classic 10
1056,Mason Fernandes,CAM,Lazio,Colombia,Serie A,Playmaker
1057,Phil Musiala,CAM,Juventus,Germany,Serie A,Half Winger
1058,Martin Mount,CAM,Inter Milan,Portugal,Serie A,Shadow Striker
1059,Brahim Mount,CAM,Lille,France,Ligue 1,Classic 10
1060,Brahim Kubo,CAM,Girona,Spain,La Liga,Playmaker
1061,Paulo Olmo,CAM,West Ham,Argentina,Premier League,Playmaker
1062,Morgan Dybala,CAM,Bayer Leverkusen,Morocco,Bundesliga,Shadow Striker
1063,Brahim Maddison,CAM,Lille,Germany,Ligue 1,Classic 10
1064,Eberechi Dybala,CAM,Lille,Norway,Ligue 1,Playmaker
1065,Mason Guler,CAM,PSG,Portugal,Ligue 1,Half Winger
1066,Brahim Fernandes,CAM,Aston Villa,Germany,Premier League,Half Winger
1067,James Kang-in,CAM,Juventus,Japan,Serie A,Playmaker
1068,Xavi Nkunku,CAM,Marseille,Germany,Ligue 1,Half Winger
1069,Eberechi Kang-in,CAM,Brighton,South Korea,Premier League,Shadow Striker
1070,Bruno Maddison,CAM,Bayern Munich,France,Bundesliga,Playmaker
1071,Christopher Guler,CAM,Arsenal,Argentina,Premier League,Classic 10
1072,Dani Mount,CAM,Brest,Netherlands,Ligue 1,Shadow Striker
1073,Lee Guler,CAM,Manchester City,Portugal,Premier League,Half Winger
1074,Julian Gibbs-White,CAM,West Ham,Spain,Premier League,Playmaker
1075,Arda Odegaard,CAM,Dortmund,Japan,Bundesliga,Shadow Striker
1076,Brahim Foden,CAM,Bayern Munich,South Korea,Bundesliga,Half Winger
1077,Brahim Palmer,CAM,Valencia,Turkey,La Liga,Half Winger
1078,Xavi Mount,CAM,Frankfurt,Japan,Bundesliga,Classic 10
1079,Martin Kang-in,CAM,Bayern Munich,Norway,Bundesliga,Playmaker
1080,Mason Gibbs-White,CAM,AC Milan,Uruguay,Serie A,Playmaker
1081,Xavi Kubo,CAM,Napoli,Morocco,Serie A,Half Winger
1082,Jamal Odegaard,CAM,Real Betis,Argentina,La Liga,Classic 10
1083,Arda Simons,CAM,Stuttgart,Germany,Bundesliga,Shadow Striker
1084,Dani Simons,CAM,Manchester City,Netherlands,Premier League,Playmaker
1085,James Gibbs-White,CAM,Napoli,Netherlands,Serie A,Playmaker
1086,Dominik Guler,CAM,Athletic Club,Japan,La Liga,Classic 10
1087,Dominik Guler,CAM,AS Roma,Uruguay,Serie A,Classic 10
1088,Christopher Foden,CAM,Tottenham,Turkey,Premier League,Half Winger
1089,Christopher Nkunku,CAM,Bologna,Norway,Serie A,Classic 10
1090,Mason Guler,CAM,Monaco,Portugal,Ligue 1,Shadow Striker
1091,Paulo Gibbs-White,CAM,Nice,Brazil,Ligue 1,Shadow Striker
1092,Martin Mount,CAM,Bayer Leverkusen,Spain,Bundesliga,Half Winger
1093,Mason Olmo,CAM,Monaco,Spain,Ligue 1,Shadow Striker
1094,Dominik Wirtz,CAM,Dortmund,Colombia,Bundesliga,Classic 10
1095,Brahim Gibbs-White,CAM,Nice,Turkey,Ligue 1,Playmaker
1096,Martin Eze,CAM,Lyon,England,Ligue 1,Playmaker
1097,Florian Kubo,CAM,Aston Villa,Argentina,Premier League,Playmaker
1098,Martin Maddison,CAM,Napoli,England,Serie A,Playmaker
1099,Phil Guler,CAM,Atalanta,Portugal,Serie A,Playmaker
1100,Mason Nkunku,CAM,Atletico Madrid,Turkey,La Liga,Shadow Striker
1101,Martin Alvarez,CAM,AC Milan,Norway,Serie A,Classic 10
1102,Takefusa Mount,CAM,RB Leipzig,Argentina,Bundesliga,Classic 10
